pair_id,task_suite,task_id,episode_index,replan_steps,seed,initial_state_sha256,async_success,aligned_success,success_difference,async_policy_queries,aligned_policy_queries,policy_queries_difference,async_accepted_chunks,aligned_accepted_chunks,accepted_chunks_difference,async_rejected_chunks,aligned_rejected_chunks,rejected_chunks_difference,async_interventions,aligned_interventions,interventions_difference,async_deadline_misses,aligned_deadline_misses,deadline_misses_difference,async_horizon_overruns,aligned_horizon_overruns,horizon_overruns_difference,async_age_refreshes,aligned_age_refreshes,age_refreshes_difference,async_fallback_hold_steps,aligned_fallback_hold_steps,fallback_hold_steps_difference,async_simulated_catchup_steps,aligned_simulated_catchup_steps,simulated_catchup_steps_difference
libero_spatial/task_000/episode_015/h_05/l_000,libero_spatial,0,15,5,7,844b25043d2525830b36c3c6fd049fc6c115bcae091664e2358ec14d92c6a285,True,True,0,14,10,-4,13,10,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,26,-9
libero_spatial/task_000/episode_016/h_05/l_000,libero_spatial,0,16,5,7,0996535f5ab00926b97f9eff41c5dc07c9530dea5b192108b1eb2c8f9ef321f4,False,True,1,30,10,-20,30,9,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,23,-51
libero_spatial/task_001/episode_005/h_05/l_000,libero_spatial,1,5,5,7,cf34a08ae645eee33dbb9fc8db2039b43ecce9baa8cb9458c8a9f28b6919aafd,True,True,0,28,16,-12,28,16,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,28,-25
libero_spatial/task_001/episode_006/h_05/l_000,libero_spatial,1,6,5,7,72fe275650ea9afa6d86e7254288148019b4a39f97373aa7adbdbcb6e2434b1b,True,True,0,18,15,-3,18,14,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,40,-4
libero_spatial/task_001/episode_007/h_05/l_000,libero_spatial,1,7,5,7,7fe870bd906abaaa2ab12fd26ae7d1d6b0abc9ad49fe26fa6b4413d898d7feb6,True,True,0,28,15,-13,28,14,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,38,-25
libero_spatial/task_001/episode_008/h_05/l_000,libero_spatial,1,8,5,7,7d67ac2fb8d41eadb085034ee0c876b5fb1d85fa70adb0f92e737c9229c1c210,True,True,0,21,14,-7,21,13,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,36,-17
libero_spatial/task_001/episode_009/h_05/l_000,libero_spatial,1,9,5,7,f8833571c26bc4880328f374278ba57bbdbb2066759b9cdb4f58d2fab5c1903f,True,True,0,18,16,-2,17,15,-2,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,44,41,-3
libero_spatial/task_001/episode_010/h_05/l_000,libero_spatial,1,10,5,7,a4c7d1330e7c736a14c5a4bc8e6ee2611b0621248765c9a7e7c8753d83b9d5ad,True,True,0,21,15,-6,21,15,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,30,-18
libero_spatial/task_001/episode_011/h_05/l_000,libero_spatial,1,11,5,7,4d28ee7170cbd1848ea55fd4cb3447acd22dad746c9673ec016e2ef0bd7412a4,True,True,0,21,14,-7,21,14,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,39,-16
libero_spatial/task_001/episode_012/h_05/l_000,libero_spatial,1,12,5,7,9c41ef17a11e4779c0cd79f92df77f4cfd683daed0830a019c26715a5813e24e,True,True,0,20,14,-6,20,14,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,35,-14
libero_spatial/task_001/episode_013/h_05/l_000,libero_spatial,1,13,5,7,30f5df507bc13e6b58551592be2d3c312ab93ed6ddd7a76c6e4cf8abf79a052b,True,True,0,16,14,-2,16,14,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,34,-8
libero_spatial/task_001/episode_014/h_05/l_000,libero_spatial,1,14,5,7,4b23a321e191a3b2552ca754ea9813e6d5bd1d216de14f3763c5153762aa64fd,False,True,1,30,14,-16,30,14,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,38,-36
libero_spatial/task_001/episode_015/h_05/l_000,libero_spatial,1,15,5,7,f508689fae46def31d7d8b1648148fde879fca127c6b6f1feb5d185f10073776,True,True,0,20,13,-7,20,12,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,33,-16
libero_spatial/task_001/episode_016/h_05/l_000,libero_spatial,1,16,5,7,30f4b5cb90752a0fab6b8bd22b70af2e3f9f6779eae6bec99a91118509ce6c05,True,True,0,18,14,-4,18,14,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,37,-8
libero_spatial/task_002/episode_005/h_05/l_000,libero_spatial,2,5,5,7,c6bcd2b35367b0546114f8b92c6acd01a614a1756bd3fa34e775f7414ed13949,True,True,0,16,15,-1,16,15,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,32,-4
libero_spatial/task_002/episode_006/h_05/l_000,libero_spatial,2,6,5,7,5494ed235f79018a3e3c3747adec758412b5b087cb6ea2fadcb15c7b0a304018,True,True,0,21,14,-7,21,14,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,30,-18
libero_spatial/task_002/episode_007/h_05/l_000,libero_spatial,2,7,5,7,943a79d96b57e64674272be670d2a3bae2931c8a36caf1f47d3f5a43a70a96ea,True,True,0,21,14,-7,20,14,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,32,-18
libero_spatial/task_002/episode_008/h_05/l_000,libero_spatial,2,8,5,7,47471d4a5b4ce30fbfe792db83d40e6e75bf87bda3ffc04d1bdd419965573544,True,True,0,16,13,-3,16,13,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,32,-8
libero_spatial/task_002/episode_009/h_05/l_000,libero_spatial,2,9,5,7,8e8a250a69235bfbc14a3eb5be44d97345353c7078270fe0662c0e5f21429832,True,True,0,16,13,-3,16,12,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,31,-12
libero_spatial/task_002/episode_010/h_05/l_000,libero_spatial,2,10,5,7,a330f04b938da8961d86477d36c07c0944cfb32b155d2e6827ecb65a4a994ee0,True,True,0,16,12,-4,16,12,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,36,-11
libero_spatial/task_002/episode_011/h_05/l_000,libero_spatial,2,11,5,7,723f11f042331e1bcd6c8e36fb868882ee66fd034cdb74d1ce88d71fec00a863,True,True,0,25,17,-8,25,17,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,42,-15
libero_spatial/task_002/episode_012/h_05/l_000,libero_spatial,2,12,5,7,d915ffcc4f4a780985632ed9ce383c415538f462e2a3a04e1ce4909a6325817e,True,True,0,15,13,-2,15,13,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,36,-4
libero_spatial/task_002/episode_013/h_05/l_000,libero_spatial,2,13,5,7,abc31bf7863932e30fd92bca34cd2d905949fb622cb527fce67f87326b167376,True,True,0,17,13,-4,17,13,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,33,-14
libero_spatial/task_002/episode_014/h_05/l_000,libero_spatial,2,14,5,7,4bfd726dc0433a34ea5a74d57a80e387fa994c16fc5391466f6b31a5ad133776,True,True,0,18,12,-6,18,12,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,30,-12
libero_spatial/task_002/episode_015/h_05/l_000,libero_spatial,2,15,5,7,4e6806a53a29ebef3b82ab5ca86b92ea9e5969de23c3bfb7c23d1b2c3f10ba74,True,True,0,21,15,-6,21,15,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,33,-10
libero_spatial/task_002/episode_016/h_05/l_000,libero_spatial,2,16,5,7,8c9cf5a805efdd7df4b5f52025e2f04094c2f12a335c72f2ba7c20a32bd0e9ae,True,True,0,15,12,-3,14,12,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,-4
libero_spatial/task_003/episode_005/h_05/l_000,libero_spatial,3,5,5,7,6ce86d38f92f1bf2f0ef89eea048e8011e0bd6c9ae3c35b0260cebaf5eb88c02,True,True,0,18,12,-6,17,11,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,27,-23
libero_spatial/task_003/episode_006/h_05/l_000,libero_spatial,3,6,5,7,86af305f0ec297b199dbb697ea3e12948075420b1cf45dcab5f6d3ec551a46a7,True,True,0,17,11,-6,17,11,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,32,-12
libero_spatial/task_003/episode_007/h_05/l_000,libero_spatial,3,7,5,7,cb83556da2a5d5fd5b2c403a3ff9124bc769daac6f02152f1115c4298e4af6ec,True,True,0,30,11,-19,30,11,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,24,-45
libero_spatial/task_003/episode_008/h_05/l_000,libero_spatial,3,8,5,7,7d8999935851efbc07cb6b108dce2ca93f36ca5246f79594283226318a4d59ea,False,True,1,30,12,-18,30,11,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,28,-46
libero_spatial/task_003/episode_009/h_05/l_000,libero_spatial,3,9,5,7,817042a01bce0d3b2deefe478d2bfe6cd453ed3d16fa8357440707b25b48789a,True,True,0,17,11,-6,17,11,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,25,-11
libero_spatial/task_003/episode_010/h_05/l_000,libero_spatial,3,10,5,7,43e46ffed5d3205dfbe7e550679db032ecf58725df4fb53a6bde0ddd4821ecb1,True,True,0,20,12,-8,20,11,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,27,-20
libero_spatial/task_003/episode_011/h_05/l_000,libero_spatial,3,11,5,7,8c7b98fbb35638bcdfe9f5700ef0b5b3bc4fcdd21eb0ef53c39e08c6402211d9,True,True,0,14,11,-3,13,10,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,26,-6
libero_spatial/task_003/episode_012/h_05/l_000,libero_spatial,3,12,5,7,1168cca5dbac7ba8b688d6b04216db88b63dcb76a7602e08d6009e8344a4405c,True,True,0,30,12,-18,30,11,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,31,-37
libero_spatial/task_003/episode_013/h_05/l_000,libero_spatial,3,13,5,7,9b045f51461691613bb44dedb0b7ef53409743037f6643d07fe625cb4f858419,False,True,1,29,11,-18,29,10,-19,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,78,31,-47
libero_spatial/task_003/episode_014/h_05/l_000,libero_spatial,3,14,5,7,3433e04fdca1bec0d023b1574d04d3e2f31e0ff687165ac60aa1699303d2d42d,True,False,-1,20,30,10,19,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,74,29
libero_spatial/task_003/episode_015/h_05/l_000,libero_spatial,3,15,5,7,c40699f11765db57b74c9d8d0ff5ac77114e6fef80b6b9798768a27e877e0cc5,True,True,0,15,10,-5,15,10,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,29,-10
libero_spatial/task_003/episode_016/h_05/l_000,libero_spatial,3,16,5,7,a88eca44a99f92bf1665f44e38595ccb536eaeac8f58ee603e080138d4549567,False,True,1,30,12,-18,29,12,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,32,-43
libero_spatial/task_004/episode_005/h_05/l_000,libero_spatial,4,5,5,7,9d27e8547f5f08d749e813810ea5fbcabfda762c07d2bc8a75a79a50e1685994,True,True,0,20,17,-3,20,16,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,42,-8
libero_spatial/task_004/episode_006/h_05/l_000,libero_spatial,4,6,5,7,e7d1ddf7761004e49510ab9f3970bf3a7457817bfb57163af33101d940780fdc,False,True,1,30,16,-14,29,16,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,46,-29
libero_spatial/task_004/episode_007/h_05/l_000,libero_spatial,4,7,5,7,67b22b8c1c7d85c1e3cc7c5e37ef57eaec6fb80f1d8ee66eb6a7b883464fbd0a,True,True,0,20,17,-3,20,16,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,41,-6
libero_spatial/task_004/episode_008/h_05/l_000,libero_spatial,4,8,5,7,7bae9f00cee5683e491d8a8d9682bada6be8efdbf4396bdecc88b621b6e84ec3,False,True,1,30,17,-13,29,17,-12,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,75,36,-39
libero_spatial/task_004/episode_009/h_05/l_000,libero_spatial,4,9,5,7,2ee8631e2ba3dbb390f35247a61dd7b6f36ba34fada36a27950079a5bbb23dfa,True,True,0,23,19,-4,22,18,-4,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,55,46,-9
libero_spatial/task_004/episode_010/h_05/l_000,libero_spatial,4,10,5,7,b3ad708eb629775bb51ea3b760f384b7f2ddede45d0435ac10a1bafb597ddeda,True,True,0,21,18,-3,21,18,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,46,-6
libero_spatial/task_004/episode_011/h_05/l_000,libero_spatial,4,11,5,7,2a445ef21ee95ce62e368c710872d69065915ec4e73c8e5f93d330c160ff9a7d,True,True,0,24,17,-7,23,16,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,45,-14
libero_spatial/task_004/episode_012/h_05/l_000,libero_spatial,4,12,5,7,4b744c83bdf5f9c74deb2eb1bebeee889008c847010204499dc2dce8e4dcd801,False,True,1,29,19,-10,29,18,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,49,-27
libero_spatial/task_004/episode_013/h_05/l_000,libero_spatial,4,13,5,7,cac5f35b1ddd59fba398f6e484844087ab0ba0d5ed284c50f5dadd6f4c5dedad,True,True,0,23,17,-6,23,17,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,37,-10
libero_spatial/task_004/episode_014/h_05/l_000,libero_spatial,4,14,5,7,01d0a7adeeeebbfd4c6669bced9bbe2c7d4cdc8f8eef4e176b3ecbf097db1e25,False,True,1,30,16,-14,29,16,-13,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,75,39,-36
libero_spatial/task_004/episode_015/h_05/l_000,libero_spatial,4,15,5,7,7d6fa9e9372f43b3637ce475a4bf46831759ef987706dde46a80a6457c30812a,True,True,0,20,15,-5,19,15,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,43,-15
libero_spatial/task_004/episode_016/h_05/l_000,libero_spatial,4,16,5,7,e74e1483103e556b881bbdec99a846c623e771ef5fef3d50293f4538c655d14c,False,True,1,31,16,-15,30,16,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,37,-33
libero_spatial/task_005/episode_005/h_05/l_000,libero_spatial,5,5,5,7,5d7f7c506a97bf93fa32de1e3ed9deca9768d4946b41818a1e12728025b6ac49,True,True,0,25,12,-13,24,12,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,30,-24
libero_spatial/task_005/episode_006/h_05/l_000,libero_spatial,5,6,5,7,d07cde9842c77f852f5342c4759dda45a46713c2aed488750db83a5b2ad90c55,False,True,1,31,13,-18,30,13,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,29,-41
libero_spatial/task_005/episode_007/h_05/l_000,libero_spatial,5,7,5,7,245c4f09d4bd6e446825e4b380acd8f864f0180b08f3be5dea6acc02e18405fb,False,True,1,29,13,-16,29,12,-17,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,75,32,-43
libero_spatial/task_005/episode_008/h_05/l_000,libero_spatial,5,8,5,7,90a7894021417b529c0172a0527a6545cb6569e7715cf51970d52f22921c21b8,False,True,1,28,13,-15,28,12,-16,0,0,0,0,0,0,2,0,-2,2,0,-2,0,0,0,0,0,0,82,37,-45
libero_spatial/task_005/episode_009/h_05/l_000,libero_spatial,5,9,5,7,393b704965b965341e9016d19fd6263476caf576407ffd19c47c3580937980b2,False,True,1,29,13,-16,29,13,-16,0,0,0,0,0,0,5,0,-5,5,0,-5,0,0,0,0,0,0,76,34,-42
libero_spatial/task_005/episode_010/h_05/l_000,libero_spatial,5,10,5,7,e2336cd4eaa8d4734910f852444fbecb8896e27b1330e82629a1a7b7dbeb3d46,False,True,1,29,13,-16,29,13,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,33,-46
libero_spatial/task_005/episode_011/h_05/l_000,libero_spatial,5,11,5,7,61035a66beb4926b1caa8732884cde37fee2948df39d2d4548a63a11d88703ab,True,True,0,17,17,0,17,15,-2,0,2,2,0,2,2,1,2,1,1,2,1,0,2,2,0,2,2,37,38,1
libero_spatial/task_005/episode_012/h_05/l_000,libero_spatial,5,12,5,7,30f117e62dc3d287b453695824d0fc43aaa6f5184c438cf5d1a0ca95d55e13f0,False,True,1,30,17,-13,29,16,-13,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,75,40,-35
libero_spatial/task_005/episode_013/h_05/l_000,libero_spatial,5,13,5,7,dc6ba040679079dc694ec01b17215b50edca5f39cd754a0359cb7d70e12e5d77,False,True,1,30,13,-17,30,12,-18,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,71,37,-34
libero_spatial/task_005/episode_014/h_05/l_000,libero_spatial,5,14,5,7,800c7cacb87045fa3d1af265ba159df5dcfb6611706d36f3dfedf72f92b15061,True,True,0,18,16,-2,18,16,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,38,-6
libero_spatial/task_005/episode_015/h_05/l_000,libero_spatial,5,15,5,7,0e293049dd72447764276bd526e202dfa71d4237147a7466c876b1de9f823d33,False,True,1,30,13,-17,29,12,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,35,-40
libero_spatial/task_005/episode_016/h_05/l_000,libero_spatial,5,16,5,7,50fabb4708f205f138730ca65b98e6bc2750566b2a11b09ba3bc45d77927e9c4,False,True,1,30,14,-16,29,14,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,31,-44
libero_spatial/task_006/episode_005/h_05/l_000,libero_spatial,6,5,5,7,0ca7363b84c42400b6e3bb06e5827d4c18d8f4b002ec5b2ab66273519cf23e2f,True,True,0,17,14,-3,17,14,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,35,-8
libero_spatial/task_006/episode_006/h_05/l_000,libero_spatial,6,6,5,7,c878f12613ab732775aac20405d54eb3174e438cea40fe6fb9b1b88a0ece29b0,True,True,0,18,16,-2,17,15,-2,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,46,40,-6
libero_spatial/task_006/episode_007/h_05/l_000,libero_spatial,6,7,5,7,5fa1af0478112254215dd54b7039e5d9ea34f6a0787d62d2c86e94d6d9bd3c1c,True,True,0,21,14,-7,20,12,-8,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,53,38,-15
libero_spatial/task_006/episode_008/h_05/l_000,libero_spatial,6,8,5,7,6fac37bffc2aaf4fc0ba40c15838a1759f195f892399712334565e5ac4d955b6,True,True,0,18,16,-2,18,16,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,34,-5
libero_spatial/task_006/episode_009/h_05/l_000,libero_spatial,6,9,5,7,e4bf9559e9529f509914ba041d1de6f21828210382d1b3849c01dc30fcc085bc,True,True,0,18,15,-3,17,14,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,31,-5
libero_spatial/task_006/episode_010/h_05/l_000,libero_spatial,6,10,5,7,348b4a0e675fd663422556d44b399f303b6e26530b12949f8f37299f3e6d3971,True,True,0,18,25,7,18,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,56,16
libero_spatial/task_006/episode_011/h_05/l_000,libero_spatial,6,11,5,7,03786c3d4ede258d073ad97aed2af3bb3df7fe19124e16c3191dd377afbc2f7c,True,True,0,17,14,-3,16,14,-2,0,0,0,0,0,0,2,0,-2,2,0,-2,0,0,0,0,0,0,48,37,-11
libero_spatial/task_006/episode_012/h_05/l_000,libero_spatial,6,12,5,7,dfde2d409501883ccc526a7e6e0afe899867ad3d008a20dda7b0fb0e5a178be6,True,True,0,19,14,-5,18,14,-4,0,0,0,0,0,0,3,0,-3,3,0,-3,0,0,0,0,0,0,60,41,-19
libero_spatial/task_006/episode_013/h_05/l_000,libero_spatial,6,13,5,7,12d5b3b921a0dd276ba82f75317d41965be0070e9efd07fd6e482d719c6e2a28,True,True,0,18,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0
libero_spatial/task_006/episode_014/h_05/l_000,libero_spatial,6,14,5,7,fc57cb0f42d6cbb676f7344b2a3b90edf9dd7e50aef7acd71c51281041a40a23,True,True,0,18,15,-3,18,14,-4,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,44,39,-5
libero_spatial/task_006/episode_015/h_05/l_000,libero_spatial,6,15,5,7,c87e6b7c2b65ca4326cacb7619ed657ceda69ca7ea9535c51d24daca06c75548,True,True,0,18,14,-4,18,14,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,36,-14
libero_spatial/task_006/episode_016/h_05/l_000,libero_spatial,6,16,5,7,4be68e1a23626c32095595c355b15b827fbf45ac0d61e9c543393da4eeadfb99,True,True,0,16,14,-2,16,13,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,32,-6
libero_spatial/task_007/episode_005/h_05/l_000,libero_spatial,7,5,5,7,ff36e8fbc3e2f853ab40db5b4a0e736169d5ea35649a356610a538fcfb49c69a,True,True,0,21,18,-3,21,17,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,37,-5
libero_spatial/task_007/episode_006/h_05/l_000,libero_spatial,7,6,5,7,4ff7927caf3c099d09f3219cb90aed196d4511c1d3165a7809f77f2c8d324062,True,True,0,22,17,-5,22,16,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,35,-17
libero_spatial/task_007/episode_007/h_05/l_000,libero_spatial,7,7,5,7,d529f6f9ed9679b3d5ec477b65265eb7ceeb8d1385137bed2e98dbd32b8a78e5,True,True,0,22,17,-5,21,16,-5,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,51,40,-11
libero_spatial/task_007/episode_008/h_05/l_000,libero_spatial,7,8,5,7,7aea4d6e1d6f0e8bf06912ef258a3bfc2eef86973ef86087ab2baa22f0891f85,True,True,0,21,18,-3,21,17,-4,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0,0,0,0,54,42,-12
libero_spatial/task_007/episode_009/h_05/l_000,libero_spatial,7,9,5,7,a2da157f0a1a0c7eb3385672a4ff9b02adfb81ebbf79a990abe75cc7f9fb336e,True,True,0,21,18,-3,21,16,-5,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,50,38,-12
libero_spatial/task_007/episode_010/h_05/l_000,libero_spatial,7,10,5,7,b1832ea162372c5c2cf4b715ff8f225065e340279f8ab524e597e15a410ed1fc,True,False,-1,26,33,7,26,31,5,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,54,67,13
libero_spatial/task_007/episode_011/h_05/l_000,libero_spatial,7,11,5,7,bac0c0834e9508b2025ec2310986c52634ffe2c90d20feb0500ba1a61d878c6b,True,True,0,23,19,-4,23,19,-4,0,0,0,0,0,0,2,0,-2,2,0,-2,0,0,0,0,0,0,53,39,-14
