task_suite,seed,task_id,episode_index,age_aligned_success,response_relative_success,success_difference,age_aligned_execute_duty,response_relative_execute_duty,execute_duty_difference,initial_state_sha256,policy_input_sha256,sampling_key_sha256,sampling_noise_sha256,query0_action_chunk_sha256
libero_spatial,7,9,4,True,True,0,0.85483871,0.86666667,-0.01182796,30ecd4457175365f042328ad5f0e06b7e252358dc5bba6b12fa63b2ca239b70f,4cee2c5a9b4cd222e3a846156eca727d030719947baadf6d21c674fe62887fdd,90f82407251414bb2a6057767ca84328ba5fff8b1356fe7fe42aba7822cf7fb2,cbdf7bfa129b8e2209aec3731c6eca9a83012de00d695358c635a3621f430e70,8e07a3b61f5c088245b959a421cf9dfb827d37cffabc71220b7e8498162353f9
libero_spatial,7,9,5,True,True,0,0.86,0.86826347,-0.00826347,5ee1525f336db8abf9761958c0002df34dab1287b230db64be4af50babba1ab1,04f2fbaaf90c1913961955dc8bd7535856ba8d2e6b3f45bb623491f5076bcd7a,878c455ac895ccdf32cdbcf8c3550143286efeec0c23038b8e2d8373aec94756,892654e9973e052dacc5d8eb44d49f2292cc18635612f54bf7839892d0b1dc8d,9c3156419f820d3fe24845c2dc9f12504c0fd058fddd0bd83769440deed7ab65
libero_spatial,7,9,6,True,True,0,0.85833333,0.88505747,-0.02672414,3af6d7924a8d930934c350459d40b8017588461c9868cf724c702df962007e72,54ccc447dec2be23341df6228fc530c459cb958305a9f256c2cd3fb7743d65ac,e7612842810bed9924a933256947e39a19dbb365f525f5fa13aa34fb893986cb,2cef8930901c6a5d4839d4d3f61ea940608c2c2937bc1b0179117e68b887d495,4c3a0380dad49ce18ea3f1c4d2a32aa2de5fc01abeaa82feede46c08cd730508
libero_spatial,7,9,7,True,False,1,0.875,0.88636364,-0.01136364,0de068948469627f0df64f145fa391a76fa9ef886546fa72f61d99053345ffe0,734b08b3afb06ed4fef23a3d5e234b4e9687eb22635e94c5eb7757acbf6b64f5,1799946fa7713b8d5bb27f0d842dc2240d494892babc2a5a545acb84e55ac4c7,67439509faa2ccd41bc4c6394e9faff9a09a80c9ed34f4fd5636ff44903a955f,bad521abbc4ed01f7a1796f98bc93e577d53bcf6907871cbd0242da43423e612
libero_spatial,8,0,4,True,False,1,0.84,0.87727273,-0.03727273,e028ab4976791a4c402249a77b5b09b44549d6a65acd8f629d9a61c45f049c6b,4bacb82247ff419966c03e3f86e4140b77a61bd34d1b6d5a00171903d5513cb9,e561d42213e5c6388f74179dbd7f41b19b2061a5c568b8c8d371d958e1adb2d6,6e9ffc516a848158b10f03799ca09d3fdf751ae01f947e57596434200b024e7b,58c0599e051ac88a1b55ebac50a554e5270dfb1e1f5d0391e7c9e404241f52d0
libero_spatial,8,0,5,True,True,0,0.86086957,0.87218045,-0.01131089,a02a6f3f78646a8aebf5c7f992587f813845a963ea2937c77e76b0e7c559ed60,5695adbc9611370c6b706f146ba8581d49f6bdafcb7f65c43424a1388cc9db25,79fddfa5389a312822fa7df3ee3aa7145b97de89c9a3429031680eecb8b80145,5c289749d2c2670438245e5f77bfcda3a8000470974b828e73b67e76d977693d,794a29d67effdb5395fcd3045f6ac6f7645483f0be9076f25844e0439d4d8044
libero_spatial,8,0,6,True,True,0,0.85333333,0.86,-0.00666667,13cefaeb7cbe5564bb1420fe55fbde3b8a60a9d382517639b05ad247fce3044d,158979891d0ff4ac6ad271365aeb5e8ab60a0bf191b3050ccab5dc91527c6982,9dba78b521494794d2d0419f5a429172c55ebcf07e25c0b5fb3457f29e3d1d72,598c3ec42c3f9b841fc9483212a80bf58f5b675e169af7404fc1cd38abfa13f5,de3ec57abf8c7ebee9c2f93410731a92fc2d63f90b19f41168d2f0e8f0b2e064
libero_spatial,8,0,7,True,False,1,0.87058824,0.86363636,0.00695187,2f10b6cf2b4012897a30a4696147807976c704627578a527b88a53474db0fe23,b66f73b5bf452b1d57ddac3dc4bddf6abb5c767abba497879c542781b4fb0b56,7a3bf04b8957c6bee783965f78453c002cb6ffa2098a768a05341db45b260fce,63d4d2d526c8c08cbd20b070645c22ed224663a6827fc9148ba88cc7478e4c3d,db3f995a3fe07b015bdf81b8596e89b82aabdae43084022ac9ecb027c6fd4ab6
libero_spatial,8,1,4,True,True,0,0.85981308,0.85294118,0.00687191,203e4b51ca33cdd04c89727d41bfa267c945523a96e45584ce703e278c548219,72928633f349235ff25a03c715622dccd11a25d7a421fd2f24f2c652f0bfa333,b3c25e70fe5fc260a68f2d450255ed189ec028b185fafcc3212ed53bdd6b2585,d7b4377d34ad6c8495ba4424568de49d1c86e9e935dbcb447fd61d2128504bd8,556b3d7ecc3c34d41729cc0d6064e026fab1728e73bd9b29de255f01ac73c6c1
libero_spatial,8,1,5,True,True,0,0.87155963,0.86131387,0.01024576,cf34a08ae645eee33dbb9fc8db2039b43ecce9baa8cb9458c8a9f28b6919aafd,adc330c83fcdeb958540ac93c98a384d3dcdfce814f5b94c8ea9cfc897d9d657,c3f261ab07b616666ec8f8edc235eeeb6798f1f4652e6c17d1508c3260708ad6,84f5edd9b837377f79794e3c89df8a0c0b2334fd96f86745ad1c1cad0669aa17,0440004ae7e9c083d40b50db3b4ff6637f98098d339675c5157eadecd46f4302
libero_spatial,8,1,6,True,True,0,0.86111111,0.87623762,-0.01512651,72fe275650ea9afa6d86e7254288148019b4a39f97373aa7adbdbcb6e2434b1b,eaa4a5ff14643fa9478acd61ad8476ecaae896bda402267e05e5ba1784f1b901,ff9e04378a4e322f88bfcefdea6bbbc46428d8d1cc0d4e1fbb1d8d5a11c3607c,963527ead555aa2ee6141da91f7b940d2cc284cd5488aee1ab7d94540ecb3d67,c3c95c5a8621a7933176fb27c880662d34d9199362068fbd052b94f9064b27a2
libero_spatial,8,1,7,True,False,1,0.86607143,0.86363636,0.00243506,7fe870bd906abaaa2ab12fd26ae7d1d6b0abc9ad49fe26fa6b4413d898d7feb6,5f553833dd8880d32e27865d98414518fcb396e1c9c9d9fc15b6ca72961b5608,23673d59684637455517251f2f9c7f16787ad8e33772af58397dffdd5bbdd386,615f074595015b34e575eb15c6ef86110160d4c2b8b0e779b429b5d63becd246,f9cf136545bdeb681f59250f07801b3ac46d7eb9de27bdd314eea9a1fbde23ee
libero_spatial,8,2,4,True,True,0,0.87378641,0.86619718,0.00758922,506e308c3babde82a347c5a23525a687d3c2f59adb5f7e29a9c338ec7abc7fcf,774ec73902c708a671db929233c0f86b9950a99263c1ae0a68000b33a389351e,4d690a3ad98f11fd4283ad2ae94beee395cc2d0da7b2f9e9efe621f6b24c9482,ccd1d8e8dfabff29b5e2c3f70a011cb935f94c16918053901cb454a2b32515ea,9ee87fb27e546eda2912d4ffb194dbe905ec6cbc57c32b79d1bd71c3043edc8b
libero_spatial,8,2,5,True,True,0,0.85294118,0.86092715,-0.00798598,c6bcd2b35367b0546114f8b92c6acd01a614a1756bd3fa34e775f7414ed13949,b0bd22db6027e6ce1e67381af3a02a744f93c591c7e930890396f8493523034c,8f3161048137a93c07dbbfa63bead73076dd2c572021223142dff02edd70d5f8,845f5466c19731b9297001cc812cd571a2da4b0f7f77ef1f57f59f06e74c1d72,b69e3d7ab8ed5a1e68a567d74c93df71c09b12121ed9936b2b460d2eb45c1919
libero_spatial,8,2,6,True,True,0,0.86458333,0.85483871,0.00974462,5494ed235f79018a3e3c3747adec758412b5b087cb6ea2fadcb15c7b0a304018,3acb3ee032d5c4eedf2e545acbb16b675ba78e3a011fad7058867e4a621ebee6,306692e894a0b5aa8ae77aa1b151e62101a4ba444424d07a7d376c57e0d76c90,d4f9aec19d881c05541f5407df3bba88bdf568b8cc2b953e89f23ea002125ee3,ca4621206d12527a61efb85e06a6f3204cc26c34cb97c61d916573a58b82c625
libero_spatial,8,2,7,True,True,0,0.85714286,0.86524823,-0.00810537,943a79d96b57e64674272be670d2a3bae2931c8a36caf1f47d3f5a43a70a96ea,8f0225a5e43163124aff309baef7165f878aedf4bc4bc524b813f72df70723b0,22bea52e5dc622da37603303eca3b86f6188defe08d3f56b4a568d3e54a18c9d,bbefea949c7ed7082397e32c28aec2dce8a741c0ad5410a98a5c894445884002,cfabbfbf9a40aae96688e1643a31f152a1aee5b9ca2bf602a639555824e25040
libero_spatial,8,3,4,True,True,0,0.87356322,0.87341772,0.0001455,a33b8722d1c9c4434a8ac96461fbe20f9159949b23fe3bd857e1a09298f7d775,79ce6ccdfe68d77e19bff18aa6bea3a8aea10267cfd46eaf2b021231dc2eeb83,94c1816d758501a4bd84c4df407dc09c757c1500a6cb37c5465c6678e1fa2448,1225f99d32ec1f44e5b569b2737f30d3bb20bb6155a25e33b854d989e45ccd67,fe9d1a922e148c68ad32318d4d8b8645146513a15a885dc0de540b5551c6e417
libero_spatial,8,3,5,True,False,1,0.85227273,0.88181818,-0.02954545,6ce86d38f92f1bf2f0ef89eea048e8011e0bd6c9ae3c35b0260cebaf5eb88c02,83b2b2b8afd9bfe00de69106da71fb46c4572baf8d1e5a236d41d30ebcb18a13,7d9262b9cf624013c548faa28b5630c62872533403c2fc388763ca93c449616c,6d4ba52691f59936410353e5ac9cdda0ee96257c1b7edd0f1dace775dbe35678,ad365d40b6c762d51f459212b67be76c7464a41505745706b801523ff474457e
libero_spatial,8,3,6,True,True,0,0.84883721,0.88034188,-0.03150467,86af305f0ec297b199dbb697ea3e12948075420b1cf45dcab5f6d3ec551a46a7,fd929602ab7136519aa92468b70da77d516a8b85e98256c91be997afcf7154ed,77bb6d3fd4600aa35b1f6bf26b0479bac08781b03ac125e07f8f98dc227d08ef,a0d6ed66519824d0397a8258851c7196e1b5da7ccaf18575ef0be3e329f3d92a,0959c1ea7a48af3b24936f68be23123a9fed0e9d11b6edd181c719ffb12e68a8
