artifact_schema,case_id,condition,mode,scenario,trace,video_path,payload_mass_kg,latency_schedule_ms,latency_jitter_ms,drop_probability,spike_joint,spike_velocity_rad_s,reference_action_steps,runtime_action_steps,target_is_scenario_goal,target_reached,physical_safe,safe_target_reached,final_target_error_rad,tracking_rmse_rad,max_tracking_error_rad,control_thread_id,policy_worker_thread_id,observation_worker_thread_id,control_ticks,control_ticks_during_inference,p95_control_tick_lateness_ms,max_control_tick_lateness_ms,p95_control_tick_gap_ms,max_control_tick_gap_ms,accepted_responses,rejected_responses,deadline_rejections,policy_failures,observation_frames_completed,observation_frames_superseded,superseded_pending_requests,action_boundaries,hold_boundaries,hold_rate,stale_action_commands,index_zero_action_commands,scaled_plan_count,planned_intervention_steps,braking_boundaries,abrupt_stop_violations,repair_selection_deadline_exceedances,unsafe_prepared_plans,p95_policy_latency_ms,max_policy_latency_ms,p95_observation_latency_ms,max_observation_latency_ms,p95_repair_latency_ms,max_repair_latency_ms,max_observation_age_ms,torque_saturation_count,obstacle_contact_steps,self_contact_steps,joint_limit_violation_steps
armbench.async_panda_closed_loop.v2,case_010__fixed_160ms__legacy_greedy,fixed_160ms,legacy_greedy,single_block,traces/case_010__fixed_160ms__legacy_greedy.npz,,0.0,[160.0],0.0,0.0,0,0.0,232,277,True,False,True,False,1.2329112819191395,0.0008415180879022508,0.025199562602895464,28428,21272,18276,1877,1869,14.000000010128133,22.000000011757948,16.00000000325963,32.00000000651926,58,51,51,0,152,125,42,277,240,0.8664259927797834,73,0,0,0,0,68,0,0,172.00000000593718,188.0000000091968,156.00000000267755,171.99999999138527,2.7379000021028332,3.0186999938450754,515.9999999887077,3,0,0,0
armbench.async_panda_closed_loop.v2,case_011__fixed_160ms__braking_invariant,fixed_160ms,braking_invariant,single_block,traces/case_011__fixed_160ms__braking_invariant.npz,,0.0,[160.0],0.0,0.0,0,0.0,232,277,True,False,True,False,1.0423960338158598,0.0005653602607709129,0.016220936101658923,28428,10584,29912,1877,1862,13.999999995576218,30.999999988125637,16.00000000325963,47.00000000593718,60,49,49,0,150,127,41,277,245,0.8844765342960289,120,0,3,3,122,0,0,0,172.00000000593718,172.00000000593718,155.9999999961292,187.0000000053551,2.6053549969219594,3.270499990321696,546.9999999913853,0,0,0,0
armbench.async_panda_closed_loop.v2,case_012__fixed_240ms__unguarded,fixed_240ms,unguarded,single_block,traces/case_012__fixed_240ms__unguarded.npz,,0.0,[240.0],0.0,0.0,0,0.0,232,277,True,False,True,False,1.3831941221881032,9.67649877972142e-05,0.0030876911169412935,28428,38904,43632,1877,1866,13.999999995576218,29.999999998835847,16.00000000325963,47.00000000593718,5,70,70,0,146,131,70,277,277,1.0,3,0,0,0,0,4,0,0,250.0,266.00000000325963,157.00000000288128,187.0000000053551,0.0,0.0,656.0000000026776,0,0,0,0
armbench.async_panda_closed_loop.v2,case_013__fixed_240ms__legacy_greedy,fixed_240ms,legacy_greedy,single_block,traces/case_013__fixed_240ms__legacy_greedy.npz,,0.0,[240.0],0.0,0.0,0,0.0,232,277,True,False,True,False,1.378246189313907,0.00012164381423007243,0.003503578353813541,28428,38864,23532,1877,1866,13.999999995576218,27.000000001862645,16.00000000325963,47.00000000593718,3,71,71,0,154,123,78,277,277,1.0,3,0,0,0,0,4,0,0,250.0,266.00000000325963,156.00000000267755,172.00000000593718,1.390249996620696,1.4156999968690798,593.9999999973224,0,0,0,0
armbench.async_panda_closed_loop.v2,case_014__fixed_240ms__braking_invariant,fixed_240ms,braking_invariant,single_block,traces/case_014__fixed_240ms__braking_invariant.npz,,0.0,[240.0],0.0,0.0,0,0.0,232,277,True,False,True,False,1.3718642271022277,7.710223750244129e-05,0.002138080596681746,28428,44156,36552,1877,1866,13.999999995576218,27.999999991152436,16.00000000325963,47.00000000593718,6,68,68,0,154,123,78,277,277,1.0,8,0,0,0,8,0,0,0,250.0,264.9999999994179,141.00000000325963,172.00000000593718,2.0536850010103076,2.2600999946007505,594.0000000118744,0,0,0,0
armbench.async_panda_closed_loop.v2,case_015__jitter_080ms_025ms__unguarded,jitter_080ms_025ms,unguarded,single_block,traces/case_015__jitter_080ms_025ms__unguarded.npz,,0.0,[80.0],25.0,0.0,0,0.0,232,277,True,True,True,True,0.0030783888224972245,0.0005252354400738597,0.006247917111316531,28428,40128,27620,1877,1377,14.000000010128133,20.000000004074536,16.00000000325963,32.00000000651926,150,0,0,0,150,127,0,277,50,0.18050541516245489,345,0,0,0,0,30,0,0,133.2499999996796,156.00000000267755,156.5499999967869,203.00000000861473,0.0,0.0,421.99999999138527,1,0,0,0
armbench.async_panda_closed_loop.v2,case_016__jitter_080ms_025ms__legacy_greedy,jitter_080ms_025ms,legacy_greedy,single_block,traces/case_016__jitter_080ms_025ms__legacy_greedy.npz,,0.0,[80.0],25.0,0.0,0,0.0,232,277,True,False,True,False,0.24187129652622708,0.0009704994327419158,0.014096159660531293,28428,5068,40080,1877,1387,13.999999995576218,27.999999991152436,16.00000000325963,46.999999991385266,153,0,0,0,153,124,0,277,33,0.11913357400722022,362,0,44,117,0,38,0,0,125.0,155.99999998812564,156.00000000267755,171.99999999138527,3.7848099971597526,5.245699998340569,407.00000000651926,4,0,0,0
armbench.async_panda_closed_loop.v2,case_017__jitter_080ms_025ms__braking_invariant,jitter_080ms_025ms,braking_invariant,single_block,traces/case_017__jitter_080ms_025ms__braking_invariant.npz,,0.0,[80.0],25.0,0.0,0,0.0,232,277,True,False,True,False,0.571662384742869,0.0008724444909925179,0.012538617075629602,28428,28280,41800,1877,1388,14.999999999417923,27.000000001862645,16.00000000325963,47.00000000593718,147,0,0,0,147,130,0,277,49,0.17689530685920576,392,0,45,109,74,0,0,0,139.99999999941792,156.00000000267755,171.99999999138527,202.99999999406282,4.696399995009415,6.619499996304512,407.00000000651926,0,0,0,0
armbench.async_panda_closed_loop.v2,case_018__drop_080ms_010pct__unguarded,drop_080ms_010pct,unguarded,single_block,traces/case_018__drop_080ms_010pct__unguarded.npz,,0.0,[80.0],0.0,0.1,0,0.0,232,277,True,True,True,True,0.0031662200650340866,0.00048686849320186656,0.0060396838057703295,28428,20864,40932,1877,1428,13.999999995576218,19.00000000023283,16.00000000325963,32.00000000651926,143,12,0,12,155,122,0,277,47,0.16967509025270758,357,0,0,0,0,22,0,0,94.00000001187436,109.00000001129229,141.00000000325963,156.00000000267755,0.0,0.0,407.00000000651926,0,0,0,0
armbench.async_panda_closed_loop.v2,case_019__drop_080ms_010pct__legacy_greedy,drop_080ms_010pct,legacy_greedy,single_block,traces/case_019__drop_080ms_010pct__legacy_greedy.npz,,0.0,[80.0],0.0,0.1,0,0.0,232,277,True,False,True,False,0.6583134578665124,0.001113273312766241,0.016562374805759367,28428,44732,44516,1877,1356,14.999999999417923,21.999999997206032,16.00000000325963,32.00000000651926,132,15,0,15,147,130,0,277,71,0.2563176895306859,310,0,35,86,0,46,0,0,94.00000001187436,110.00000000058208,157.00000000215368,187.9999999946449,4.061694991105469,4.99820000550244,422.0000000059372,6,0,0,0
armbench.async_panda_closed_loop.v2,case_020__drop_080ms_010pct__braking_invariant,drop_080ms_010pct,braking_invariant,single_block,traces/case_020__drop_080ms_010pct__braking_invariant.npz,,0.0,[80.0],0.0,0.1,0,0.0,232,277,True,False,True,False,0.568078315349782,0.0009746508903107584,0.0119603490172277,28428,40868,22140,1877,1367,14.999999999417923,28.99999999499414,16.00000000325963,46.999999991385266,132,15,0,15,147,130,0,277,50,0.18050541516245489,382,0,39,102,63,0,0,0,94.00000001187436,110.00000000058208,156.00000000267755,156.99999999196734,4.218700007186271,5.991600002744235,407.00000000651926,0,0,0,0
armbench.async_panda_closed_loop.v2,case_021__payload_080ms_0500g__unguarded,payload_080ms_0500g,unguarded,single_block,traces/case_021__payload_080ms_0500g__unguarded.npz,,0.5,[80.0],0.0,0.0,0,0.0,232,277,True,True,True,True,0.007016598954267206,0.0005566463386665452,0.006555591701531416,28428,43512,40164,1877,1373,14.000000010128133,29.000000009546056,16.00000000325963,47.00000000593718,148,0,0,0,148,129,0,277,38,0.1371841155234657,355,0,0,0,0,27,0,0,94.00000001187436,110.00000000058208,156.00000000267755,188.0000000091968,0.0,0.0,407.00000000651926,0,0,0,0
armbench.async_panda_closed_loop.v2,case_022__payload_080ms_0500g__legacy_greedy,payload_080ms_0500g,legacy_greedy,single_block,traces/case_022__payload_080ms_0500g__legacy_greedy.npz,,0.5,[80.0],0.0,0.0,0,0.0,232,277,True,False,True,False,0.3167929567208459,0.001131153887888375,0.016736667077970738,28428,27948,27608,1877,1433,14.000000010128133,29.999999998835847,16.00000000325963,47.00000000593718,155,0,0,0,155,122,0,277,20,0.07220216606498195,374,0,50,133,0,29,0,0,94.00000001187436,110.00000000058208,141.00000000325963,157.00000000651926,3.802940002060496,5.538400000659749,422.0000000059372,3,0,0,0
armbench.async_panda_closed_loop.v2,case_023__payload_080ms_0500g__braking_invariant,payload_080ms_0500g,braking_invariant,single_block,traces/case_023__payload_080ms_0500g__braking_invariant.npz,,0.5,[80.0],0.0,0.0,0,0.0,232,277,True,False,True,False,0.3293317295228727,0.0009867719297856788,0.011761167234698222,28428,45320,26736,1877,1400,14.999999999417923,28.99999999499414,16.00000000325963,46.999999991385266,150,0,0,0,151,126,0,277,37,0.13357400722021662,422,0,45,112,53,0,0,0,94.00000001187436,110.00000000058208,156.00000000267755,172.00000000593718,4.802775009011384,6.876300001749769,407.00000000651926,0,0,0,0
armbench.async_panda_closed_loop.v2,case_024__action_fault_040ms__unguarded,action_fault_040ms,unguarded,single_block,traces/case_024__action_fault_040ms__unguarded.npz,,0.0,[40.0],0.0,0.0,0,2.5,232,277,True,False,False,False,1.6952723006591477,0.0028423368886621634,0.05138690185262945,28428,32816,34764,1877,680,13.999999995576218,23.000000001047738,16.00000000325963,31.999999991967343,147,0,0,0,147,130,0,277,11,0.039711191335740074,379,0,0,0,0,25,0,139,47.00000000593718,63.00000000919681,156.00000000267755,172.00000000593718,0.0,0.0,406.99999999196734,1,0,0,1725
armbench.async_panda_closed_loop.v2,case_025__action_fault_040ms__legacy_greedy,action_fault_040ms,legacy_greedy,single_block,traces/case_025__action_fault_040ms__legacy_greedy.npz,,0.0,[40.0],0.0,0.0,0,2.5,232,277,True,False,True,False,1.3451874014736727,0.0006797198734053718,0.01682348738004672,28428,27708,42932,1877,673,13.999999995576218,23.000000001047738,16.00000000325963,32.00000000651926,148,0,0,0,148,129,0,277,5,0.018050541516245487,382,0,146,465,0,4,0,141,47.00000000593718,62.999999994644895,156.00000000267755,172.00000000593718,4.588275005517062,5.600300006335601,407.00000000651926,0,0,0,0
armbench.async_panda_closed_loop.v2,case_026__action_fault_040ms__braking_invariant,action_fault_040ms,braking_invariant,single_block,traces/case_026__action_fault_040ms__braking_invariant.npz,,0.0,[40.0],0.0,0.0,0,2.5,232,277,True,False,True,False,1.3575997355328873,0.0005796894786404225,0.01251161355368519,28428,19976,37004,1877,704,14.999999999417923,23.000000015599653,16.00000000325963,32.00000000651926,150,0,0,0,150,127,0,277,10,0.036101083032490974,390,0,148,476,4,0,0,0,47.00000000593718,62.999999994644895,157.00000000651926,172.00000000593718,5.996579994098282,11.471100006019697,407.00000000651926,0,0,0,0
