artifact_schema,case_id,condition,mode,scenario,trace,video_path,payload_mass_kg,latency_schedule_ms,latency_jitter_ms,drop_probability,spike_joint,spike_velocity_rad_s,reference_action_steps,runtime_action_steps,target_is_scenario_goal,target_reached,physical_safe,safe_target_reached,final_target_error_rad,tracking_rmse_rad,max_tracking_error_rad,control_thread_id,policy_worker_thread_id,observation_worker_thread_id,control_ticks,control_ticks_during_inference,p95_control_tick_lateness_ms,max_control_tick_lateness_ms,p95_control_tick_gap_ms,max_control_tick_gap_ms,accepted_responses,rejected_responses,deadline_rejections,policy_failures,observation_frames_completed,observation_frames_superseded,superseded_pending_requests,action_boundaries,hold_boundaries,hold_rate,stale_action_commands,index_zero_action_commands,scaled_plan_count,planned_intervention_steps,braking_boundaries,abrupt_stop_violations,repair_selection_deadline_exceedances,unsafe_prepared_plans,p95_policy_latency_ms,max_policy_latency_ms,p95_observation_latency_ms,max_observation_latency_ms,p95_repair_latency_ms,max_repair_latency_ms,max_observation_age_ms,torque_saturation_count,obstacle_contact_steps,self_contact_steps,joint_limit_violation_steps
armbench.async_panda_closed_loop.v2,case_014__fixed_240ms__braking_invariant,fixed_240ms,braking_invariant,single_block,traces/case_014__fixed_240ms__braking_invariant.npz,,0.0,[240.0],0.0,0.0,0,0.0,232,277,True,False,True,False,1.3494830794692434,0.00012785598391020568,0.003482672227986594,6104,45120,43524,1877,1866,13.999999995576218,28.99999999499414,16.00000000325963,46.999999991385266,7,68,68,0,155,122,79,277,277,1.0,12,0,0,0,13,0,0,0,250.0,250.0,145.49999999871918,156.99999999196734,2.058545007457724,2.255300001706928,593.9999999973224,0,0,0,0
armbench.async_panda_closed_loop.v2,case_015__jitter_080ms_025ms__unguarded,jitter_080ms_025ms,unguarded,single_block,traces/case_015__jitter_080ms_025ms__unguarded.npz,,0.0,[80.0],25.0,0.0,0,0.0,232,277,True,True,True,True,0.0016524390306685843,0.0005645054658653359,0.006692069945126611,6104,45904,36424,1877,1339,13.999999995576218,23.000000015599653,16.00000000325963,31.999999991967343,147,0,0,0,147,130,0,277,48,0.17328519855595667,345,0,0,0,0,40,0,0,125.0,156.00000000267755,156.99999999196734,187.0000000053551,0.0,0.0,421.99999999138527,0,0,0,0
armbench.async_panda_closed_loop.v2,case_016__jitter_080ms_025ms__legacy_greedy,jitter_080ms_025ms,legacy_greedy,single_block,traces/case_016__jitter_080ms_025ms__legacy_greedy.npz,,0.0,[80.0],25.0,0.0,0,0.0,232,277,True,False,True,False,0.5740639907961395,0.0011188700706131391,0.015816465385001005,6104,43980,45992,1877,1399,14.999999999417923,33.000000010360964,16.00000000325963,32.00000000651926,148,0,0,0,148,129,0,277,50,0.18050541516245489,337,0,45,108,0,51,0,0,125.0,156.00000000267755,156.00000000267755,171.00000000209548,6.345450008666376,13.824199995724484,422.0000000059372,6,0,0,0
armbench.async_panda_closed_loop.v2,case_017__jitter_080ms_025ms__braking_invariant,jitter_080ms_025ms,braking_invariant,single_block,traces/case_017__jitter_080ms_025ms__braking_invariant.npz,,0.0,[80.0],25.0,0.0,0,0.0,232,277,True,False,True,False,0.3715566889922443,0.000911602138716977,0.013634732053564774,6104,43636,45504,1877,1418,14.999999999417923,24.999999994179234,16.00000000325963,32.00000000651926,155,0,0,0,155,122,0,277,41,0.148014440433213,402,0,46,109,53,0,0,0,125.0,156.00000000267755,141.00000000325963,172.00000000593718,6.004940003185766,8.379499995498918,407.00000000651926,0,0,0,0
armbench.async_panda_closed_loop.v2,case_018__drop_080ms_010pct__unguarded,drop_080ms_010pct,unguarded,single_block,traces/case_018__drop_080ms_010pct__unguarded.npz,,0.0,[80.0],0.0,0.1,0,0.0,232,277,True,True,True,True,0.0035819954702002166,0.0005140836103174539,0.008240336794686276,6104,20900,9420,1877,1393,13.999999995576218,29.999999998835847,16.00000000325963,47.00000000593718,139,12,0,12,151,126,0,277,51,0.18411552346570398,344,0,0,0,0,31,0,0,94.00000001187436,110.00000000058208,156.00000000267755,157.00000000651926,0.0,0.0,407.00000000651926,0,0,0,0
armbench.async_panda_closed_loop.v2,case_019__drop_080ms_010pct__legacy_greedy,drop_080ms_010pct,legacy_greedy,single_block,traces/case_019__drop_080ms_010pct__legacy_greedy.npz,,0.0,[80.0],0.0,0.1,0,0.0,232,277,True,False,True,False,0.5527540675800344,0.0010944650376412445,0.015568500219496913,6104,38136,45328,1877,1402,14.999999999417923,29.999999998835847,16.00000000325963,46.999999991385266,133,19,0,19,152,125,0,277,63,0.22743682310469315,322,0,37,97,0,45,0,0,94.00000001187436,110.00000000058208,156.00000000267755,203.99999999790452,7.7957499961485155,17.86899998842273,407.00000000651926,5,0,0,0
armbench.async_panda_closed_loop.v2,case_020__drop_080ms_010pct__braking_invariant,drop_080ms_010pct,braking_invariant,single_block,traces/case_020__drop_080ms_010pct__braking_invariant.npz,,0.0,[80.0],0.0,0.1,0,0.0,232,277,True,False,True,False,0.6363462773809907,0.0009314717366919466,0.01625532674710485,6104,45512,43052,1877,1419,14.999999999417923,25.99999999802094,16.00000000325963,32.00000000651926,136,17,0,17,153,124,0,277,58,0.20938628158844766,360,0,36,89,54,0,0,0,94.00000001187436,110.00000000058208,157.00000000651926,188.0000000091968,5.939499998930842,10.3986000031,407.00000000651926,0,0,0,0
armbench.async_panda_closed_loop.v2,case_021__payload_080ms_0500g__unguarded,payload_080ms_0500g,unguarded,single_block,traces/case_021__payload_080ms_0500g__unguarded.npz,,0.5,[80.0],0.0,0.0,0,0.0,232,277,True,True,True,True,0.006480065617563868,0.0006898391684260982,0.008464420297501718,6104,37164,16636,1877,1277,13.999999995576218,21.000000007916242,16.00000000325963,31.000000002677552,137,0,0,0,137,140,0,277,64,0.23104693140794225,313,0,0,0,0,51,0,0,94.00000001187436,110.00000000058208,171.19999999995343,187.0000000053551,0.0,0.0,407.00000000651926,0,0,0,0
armbench.async_panda_closed_loop.v2,case_022__payload_080ms_0500g__legacy_greedy,payload_080ms_0500g,legacy_greedy,single_block,traces/case_022__payload_080ms_0500g__legacy_greedy.npz,,0.5,[80.0],0.0,0.0,0,0.0,232,277,True,False,True,False,0.5730958273764241,0.0011655818473517688,0.015699368357386848,6104,40568,5984,1877,1303,14.999999999417923,29.999999998835847,16.00000000325963,47.00000000593718,139,0,0,0,139,138,0,277,58,0.20938628158844766,315,0,42,96,0,45,0,0,94.00000001187436,110.00000000058208,171.99999999138527,172.00000000593718,7.604925005580299,10.88990000425838,421.99999999138527,5,0,0,0
armbench.async_panda_closed_loop.v2,case_023__payload_080ms_0500g__braking_invariant,payload_080ms_0500g,braking_invariant,single_block,traces/case_023__payload_080ms_0500g__braking_invariant.npz,,0.5,[80.0],0.0,0.0,0,0.0,232,277,True,False,True,False,0.38164233964692534,0.0010468987025636302,0.011341592751404894,6104,41188,24008,1877,1400,14.999999999417923,25.99999999802094,16.00000000325963,32.00000000651926,150,0,0,0,150,127,0,277,37,0.13357400722021662,406,0,47,125,46,0,0,0,94.00000001187436,94.00000001187436,156.9999999999709,202.99999999406282,5.5417299969121805,11.446800010162406,407.00000000651926,0,0,0,0
armbench.async_panda_closed_loop.v2,case_024__action_fault_040ms__unguarded,action_fault_040ms,unguarded,single_block,traces/case_024__action_fault_040ms__unguarded.npz,,0.0,[40.0],0.0,0.0,0,2.5,232,277,True,False,False,False,1.6952529273496786,0.0031833886391544244,0.07247992773995865,6104,42724,13120,1877,731,13.999999995576218,36.000000007334165,16.00000000325963,46.999999991385266,159,0,0,0,159,118,0,277,5,0.018050541516245487,386,0,0,0,0,14,0,150,47.00000000593718,63.00000000919681,142.50000000174614,157.00000000651926,0.0,0.0,406.00000000267755,1,0,0,1722
armbench.async_panda_closed_loop.v2,case_025__action_fault_040ms__legacy_greedy,action_fault_040ms,legacy_greedy,single_block,traces/case_025__action_fault_040ms__legacy_greedy.npz,,0.0,[40.0],0.0,0.0,0,2.5,232,277,True,False,True,False,1.3471935819345355,0.0005998571523191168,0.013264586566756548,6104,27108,45372,1877,748,14.999999999417923,26.99999998731073,16.00000000325963,46.999999991385266,163,0,0,0,163,114,0,277,3,0.010830324909747292,385,0,161,541,0,3,0,0,47.00000000593718,63.00000000919681,141.00000000325963,156.99999999196734,6.274999992456287,7.547900007921271,360.0000000005821,0,0,0,0
armbench.async_panda_closed_loop.v2,case_026__action_fault_040ms__braking_invariant,action_fault_040ms,braking_invariant,single_block,traces/case_026__action_fault_040ms__braking_invariant.npz,,0.0,[40.0],0.0,0.0,0,2.5,232,277,True,False,True,False,1.3595043348043734,0.0005673243604073386,0.01487305742752569,6104,42508,39196,1877,707,14.999999999417923,28.99999999499414,16.00000000325963,47.00000000593718,154,0,0,0,154,123,0,277,9,0.032490974729241874,395,0,152,493,0,0,0,0,47.00000000593718,62.999999994644895,156.00000000267755,188.0000000091968,5.513955001515568,10.714100004406646,407.00000000651926,0,0,0,0
