schema_version,scenario,edge_index,workspace_bound_m,swept_samples,swept_valid,dense_valid,false_safe,conservative_rejection,swept_latency_ms,dense_latency_ms
armbench.mujoco_swept_audit.v1,single_block,6,4.5764422387792045,458,True,True,False,False,32.956900002318434,86.80289999756496
armbench.mujoco_swept_audit.v1,single_block,7,7.1205409520285015,713,True,True,False,False,189.4390000088606,452.1124000020791
armbench.mujoco_swept_audit.v1,single_block,8,10.726021125597374,1073,True,True,False,False,60.48459999146871,111.888799990993
armbench.mujoco_swept_audit.v1,single_block,9,5.235375942199092,524,True,True,False,False,28.742700000293553,99.6993000007933
armbench.mujoco_swept_audit.v1,single_block,10,6.078324558233347,608,False,False,False,False,85.69219999480993,147.30509999208152
armbench.mujoco_swept_audit.v1,single_block,11,9.332801809438966,934,True,True,False,False,160.16010000021197,326.0429999936605
armbench.mujoco_swept_audit.v1,single_block,12,8.046132284467982,805,True,True,False,False,62.23419999878388,125.16890000551939
armbench.mujoco_swept_audit.v1,single_block,13,10.19900189723272,1020,False,False,False,False,0.19700000120792538,0.1370999962091446
armbench.mujoco_swept_audit.v1,single_block,14,9.443970696018031,945,True,True,False,False,39.039700001012534,155.16809999826364
armbench.mujoco_swept_audit.v1,single_block,15,5.794652353150392,580,True,True,False,False,33.29959999246057,68.9637000032235
armbench.mujoco_swept_audit.v1,single_block,16,6.534085174294504,654,True,True,False,False,31.805899998289533,150.1358999958029
armbench.mujoco_swept_audit.v1,single_block,17,5.968061868476879,597,True,True,False,False,39.31670000019949,63.45670000882819
armbench.mujoco_swept_audit.v1,single_block,18,12.590048641693816,1260,False,False,False,False,1.2278000067453831,1.1907000007340685
armbench.mujoco_swept_audit.v1,single_block,19,8.676202864500798,868,True,True,False,False,71.7272000038065,158.19070000725333
armbench.mujoco_swept_audit.v1,single_block,20,7.183342598072715,719,False,False,False,False,0.28989999555051327,0.22499999613501132
armbench.mujoco_swept_audit.v1,single_block,21,7.601338896553445,761,True,True,False,False,37.58180000295397,101.80369998852257
armbench.mujoco_swept_audit.v1,single_block,22,9.253062557257778,926,False,False,False,False,60.08229999861214,116.86300000292249
armbench.mujoco_swept_audit.v1,single_block,23,6.328172940762772,633,False,False,False,False,0.5464999994728714,0.7691999926464632
armbench.mujoco_swept_audit.v1,narrow_gate,0,4.771843907476668,478,False,False,False,False,3.064300006371923,6.144999992102385
armbench.mujoco_swept_audit.v1,narrow_gate,1,8.164799336684816,817,True,True,False,False,54.04689999704715,127.87050000042655
armbench.mujoco_swept_audit.v1,narrow_gate,2,7.404715181869858,741,False,False,False,False,24.587499996414408,45.75139998632949
armbench.mujoco_swept_audit.v1,narrow_gate,3,11.108790420482615,1111,False,False,False,False,18.423300003632903,55.99910000455566
armbench.mujoco_swept_audit.v1,narrow_gate,4,8.981778892651151,899,False,False,False,False,37.18980000121519,60.44250000559259
armbench.mujoco_swept_audit.v1,narrow_gate,5,6.644713613814964,665,True,True,False,False,40.48829998646397,113.74040000373498
armbench.mujoco_swept_audit.v1,narrow_gate,6,6.399468898700718,640,True,True,False,False,50.52150000119582,95.03889999177773
armbench.mujoco_swept_audit.v1,narrow_gate,7,8.126908230410038,813,False,False,False,False,216.73529999679886,534.5114999945508
armbench.mujoco_swept_audit.v1,narrow_gate,8,5.4536449485204255,546,False,False,False,False,3.041899995878339,5.355799992685206
armbench.mujoco_swept_audit.v1,narrow_gate,9,12.415862744957636,1242,False,False,False,False,83.37769999343436,136.78190000064205
armbench.mujoco_swept_audit.v1,narrow_gate,10,4.975647823646463,498,True,True,False,False,28.180499997688457,84.04039999004453
armbench.mujoco_swept_audit.v1,narrow_gate,11,7.881185442439469,789,True,True,False,False,34.798499997123145,114.52079999435227
armbench.mujoco_swept_audit.v1,narrow_gate,12,7.432508258951076,744,True,True,False,False,49.888599998666905,130.53609999769833
armbench.mujoco_swept_audit.v1,narrow_gate,13,10.532242024330177,1054,False,False,False,False,67.87400000030175,81.52550000522751
armbench.mujoco_swept_audit.v1,narrow_gate,14,10.191186511505018,1020,False,False,False,False,22.301999997580424,60.31739999889396
armbench.mujoco_swept_audit.v1,narrow_gate,15,9.01644247815127,902,False,False,False,False,13.544800007366575,26.949200007948093
armbench.mujoco_swept_audit.v1,narrow_gate,16,6.809420374737678,681,False,False,False,False,19.794200008618645,33.292300009634346
armbench.mujoco_swept_audit.v1,narrow_gate,17,4.421563672462615,443,True,True,False,False,32.45749999769032,113.70060000626836
armbench.mujoco_swept_audit.v1,narrow_gate,18,6.228603830317318,623,True,True,False,False,55.672700007562526,91.2809000001289
armbench.mujoco_swept_audit.v1,narrow_gate,19,11.887594347977577,1189,False,False,False,False,0.4335999983595684,0.3406000032555312
armbench.mujoco_swept_audit.v1,narrow_gate,20,7.139670572375485,714,True,True,False,False,37.86139999283478,67.6445999997668
armbench.mujoco_swept_audit.v1,narrow_gate,21,2.874449057637573,288,True,True,False,False,12.742099992465228,30.167300006723963
armbench.mujoco_swept_audit.v1,narrow_gate,22,7.225524555239564,723,True,True,False,False,55.12530000123661,74.56940000702161
armbench.mujoco_swept_audit.v1,narrow_gate,23,8.352575504616484,836,False,False,False,False,0.25689999165479094,0.20670000230893493
