schema_version,scope,task_suite,task_id,selected_task_count,suite_task_count,suite_coverage_complete,mode,replan_steps,latency_steps,injected_latency_ms,fixed_refresh_interval,rollouts,eligible_rollouts,successes,success_rate,success_wilson95_low,success_wilson95_high,per_protocol_successes,per_protocol_success_rate,per_protocol_wilson95_low,per_protocol_wilson95_high,mean_policy_queries,mean_rejections,mean_stale_action_steps,mean_environment_steps,inference_latency_p50_ms,inference_latency_p95_ms,policy_inference_latency_p50_ms,policy_inference_latency_p95_ms,server_inference_latency_p50_ms,server_inference_latency_p95_ms,excluded_per_protocol_failures,policy_contract_failures,policy_timeout_failures,all_recorded_failures,excluded_failure_categories
armbench.pi05_libero_async.v1,task,libero_spatial,0,10,10,True,latency_aligned,5,2,100.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,12.4,0.0,59.6,94.0,80.61381900006381,83.20227944714134,57.83241800054384,58.29903799785825,79.79603699823201,81.94045165164425,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,0,10,10,True,latency_aligned,5,4,200.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,10.6,0.0,48.6,99.4,81.12759600044228,83.61903359909775,57.960625999839976,58.279916200990556,80.27520399991772,82.3356093998882,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,1,10,10,True,async_unguarded,5,0,0.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,21.2,0.0,0.0,116.0,80.1444979988446,82.83711775038682,57.78354249923723,58.018795747557306,79.36728599997878,81.8785712490353,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,1,10,10,True,async_unguarded,5,2,100.0,,5,5,3,0.6,0.2307242812760128,0.882379225767352,3,0.6,0.2307242812760128,0.882379225767352,25.0,0.0,122.0,182.0,80.14310600265162,82.23591139685595,57.79051599893137,57.99012340066838,79.37805599794956,81.18745500178193,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,1,10,10,True,async_unguarded,5,4,200.0,,5,5,1,0.2,0.03622410863243014,0.6244653702374747,1,0.2,0.03622410863243014,0.6244653702374747,23.8,0.0,114.8,220.0,80.40749700012384,82.93273530071019,57.81449600181077,57.997083400550764,79.6206679988245,82.01975999800197,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,1,10,10,True,latency_aligned,5,0,0.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,21.6,0.0,0.0,116.6,80.33775550029532,82.49184950036579,57.79643849928107,57.97896489893901,79.58243649954966,81.74028864868887,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,1,10,10,True,latency_aligned,5,2,100.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,16.0,0.0,78.2,120.2,80.34148250044382,81.74686900092638,57.81018100060464,57.97473665079451,79.57506850107166,80.78068385002553,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,1,10,10,True,latency_aligned,5,4,200.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,13.6,0.0,64.8,128.0,80.46283449948533,81.77775080093852,57.81320350070018,57.97455609936151,79.67710899902158,80.60466295082733,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,2,10,10,True,async_unguarded,5,0,0.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,21.2,0.0,0.0,113.6,80.47574749980413,83.75087199965492,57.84517699976277,58.105795747906086,79.6758084998146,82.59495600123046,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,2,10,10,True,async_unguarded,5,2,100.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,17.8,0.0,85.2,130.6,80.1713569999265,81.99128879932687,57.81652999939979,57.97320739948191,79.37446899813949,80.96883780017379,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,2,10,10,True,async_unguarded,5,4,200.0,,5,5,2,0.4,0.11762077423264783,0.769275718723987,2,0.4,0.11762077423264783,0.769275718723987,21.6,0.0,103.8,199.6,80.4170930005057,82.56904930021847,57.82023149913584,58.01623605002533,79.63553650006361,81.52723434959626,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,2,10,10,True,latency_aligned,5,0,0.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,21.0,0.0,0.0,113.2,80.29905900184531,82.39350419826224,57.81679299980169,57.98152720017242,79.56727999771829,81.50051119810087,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,2,10,10,True,latency_aligned,5,2,100.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,15.0,0.0,71.4,111.2,80.32797800115077,82.13385579911119,57.807343000604305,57.97090970118006,79.5326869993005,80.96583349906723,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,2,10,10,True,latency_aligned,5,4,200.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,12.2,0.0,57.2,114.6,80.65196300231037,82.46669900108827,57.86004300171044,57.995065002614865,79.90454600076191,81.53587600099854,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,3,10,10,True,async_unguarded,5,0,0.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,17.4,0.0,0.0,95.6,80.83982599782757,83.29757860119571,57.85730999923544,58.2555217006302,79.901613000402,82.1712545985065,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,3,10,10,True,async_unguarded,5,2,100.0,,5,5,3,0.6,0.2307242812760128,0.882379225767352,3,0.6,0.2307242812760128,0.882379225767352,24.0,0.0,117.2,175.2,80.86655599981896,83.82026880171907,57.87700200016843,58.16665530201135,79.95593049963645,82.80604929932451,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,3,10,10,True,async_unguarded,5,4,200.0,,5,5,2,0.4,0.11762077423264783,0.769275718723987,2,0.4,0.11762077423264783,0.769275718723987,23.0,0.0,111.0,212.6,80.99036199928378,82.94462969752203,57.86970699773519,58.138350400622585,80.11136200002511,81.97731910076982,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,3,10,10,True,latency_aligned,5,0,0.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,17.4,0.0,0.0,95.2,80.31805899736355,82.56082009866077,57.82632900081808,58.00543689983897,79.46578900009627,81.48555959887744,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,3,10,10,True,latency_aligned,5,2,100.0,,5,5,4,0.8,0.37553462976252533,0.9637758913675698,4,0.8,0.37553462976252533,0.9637758913675698,16.8,0.0,80.8,124.2,80.47704599812278,83.56099299980997,57.83528900064994,58.16636194977036,79.63000500058115,82.44445204727526,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,3,10,10,True,latency_aligned,5,4,200.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,10.4,0.0,50.0,101.6,80.65726600034395,83.20416975002445,57.83933299971977,58.058384399919305,79.76851099920168,81.92313539966563,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,4,10,10,True,async_unguarded,5,0,0.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,28.4,0.0,0.0,149.8,80.56163650144299,82.77485584985698,57.827517499390524,58.15976710036921,79.69853299982788,81.67661655152187,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,4,10,10,True,async_unguarded,5,2,100.0,,5,5,4,0.8,0.37553462976252533,0.9637758913675698,4,0.8,0.37553462976252533,0.9637758913675698,23.6,0.0,115.0,172.2,80.41999049964943,82.084246548402,57.827837501463364,58.01588399881439,79.6095530004095,81.16766884941171,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,4,10,10,True,async_unguarded,5,4,200.0,,5,5,1,0.2,0.03622410863243014,0.6244653702374747,1,0.2,0.03622410863243014,0.6244653702374747,23.6,0.0,114.0,218.4,80.76327849994414,83.69028484794399,57.87434500052768,58.28124875079084,79.90927750142873,82.48034245189046,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,4,10,10,True,latency_aligned,5,0,0.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,26.0,0.0,0.0,138.6,80.53669450055168,83.55817725023371,57.85053899853665,58.22558970012324,79.68371300012222,82.37036430109583,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,4,10,10,True,latency_aligned,5,2,100.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,19.4,0.0,94.0,142.8,80.27882900205441,83.01151700143237,57.81163600113359,58.26234979831497,79.47652399889193,81.74730879909475,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,4,10,10,True,latency_aligned,5,4,200.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,15.0,0.0,71.4,141.0,80.62936500209616,83.36334099949454,57.843021997541655,58.292319198153564,79.75051800167421,82.00726039904112,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,5,10,10,True,async_unguarded,5,0,0.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,19.6,0.0,0.0,106.0,80.4449895003927,83.42204289929214,57.846965499265934,58.156632300779165,79.56521649975912,81.99262320158596,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,5,10,10,True,async_unguarded,5,2,100.0,,5,5,4,0.8,0.37553462976252533,0.9637758913675698,4,0.8,0.37553462976252533,0.9637758913675698,21.8,0.0,105.0,158.6,81.00101099989843,83.82016060131718,57.87099300141563,58.32975439916481,80.0885680000647,82.56116799893789,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,5,10,10,True,async_unguarded,5,4,200.0,,5,5,0,0.0,0.0,0.43448246478317476,0,0.0,0.0,0.43448246478317476,25.0,0.0,120.0,230.0,80.66811799653806,83.18487299839035,57.85444699722575,58.276173399644904,79.76088800205616,82.03197679977166,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,5,10,10,True,latency_aligned,5,0,0.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,19.2,0.0,0.0,104.4,80.5948110009922,82.96693325064552,57.85256200033473,58.238990000063495,79.77254199795425,81.8906002514268,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,5,10,10,True,latency_aligned,5,2,100.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,14.2,0.0,66.8,105.0,80.53789299810887,83.77169699815568,57.813913001155015,58.26572149999265,79.60042800186784,82.3672999995324,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,5,10,10,True,latency_aligned,5,4,200.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,11.4,0.0,53.4,108.2,80.60014100192348,83.25382920083939,57.85355299667572,58.26018180086976,79.75136200184352,81.93935999879614,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,6,10,10,True,async_unguarded,5,0,0.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,22.0,0.0,0.0,118.2,80.29535900095652,82.3960857493148,57.824906001769705,58.01475725020282,79.48438250059553,81.48744189784338,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,6,10,10,True,async_unguarded,5,2,100.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,17.8,0.0,85.2,130.6,80.3359140008979,82.85063579969574,57.822925999062136,58.16815360230976,79.52865100014606,81.70605459890794,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,6,10,10,True,async_unguarded,5,4,200.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,18.2,0.0,87.0,168.4,80.57236099921283,83.00664099988353,57.84203700022772,58.177989500109106,79.66833599857637,82.05007099968498,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,6,10,10,True,latency_aligned,5,0,0.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,20.8,0.0,0.0,112.4,80.28147500044724,82.73264359995665,57.81734999982291,58.01591835079307,79.45103949896293,81.73701190207794,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,6,10,10,True,latency_aligned,5,2,100.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,15.2,0.0,73.8,114.2,80.33271000022069,82.34011925014784,57.82972049928503,58.08622149834264,79.49074849966564,81.15565625030285,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,6,10,10,True,latency_aligned,5,4,200.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,13.0,0.0,61.6,123.2,80.55646899811109,83.35026100176037,57.84238100022776,58.265715199377155,79.62531600060174,82.16223859781167,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,7,10,10,True,async_unguarded,5,0,0.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,23.8,0.0,0.0,128.2,80.45562500046799,82.29285680063185,57.825901996693574,58.03333319963713,79.58448200224666,81.38062769830867,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,7,10,10,True,async_unguarded,5,2,100.0,,5,5,4,0.8,0.37553462976252533,0.9637758913675698,4,0.8,0.37553462976252533,0.9637758913675698,21.8,0.0,105.6,158.8,80.71435300007579,82.7140719993622,57.83783000151743,58.080842600611504,79.72863699978916,81.61914480078849,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,7,10,10,True,async_unguarded,5,4,200.0,,5,5,4,0.8,0.37553462976252533,0.9637758913675698,4,0.8,0.37553462976252533,0.9637758913675698,21.4,0.0,102.4,196.4,80.51922400045441,83.05979699944146,57.839257999148685,58.035411199671216,79.70016900071641,81.96795680050855,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,7,10,10,True,latency_aligned,5,0,0.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,24.2,0.0,0.0,129.2,80.56614800079842,82.79782000317937,57.82827999792062,58.09865600167541,79.78526299848454,81.90350999939255,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,7,10,10,True,latency_aligned,5,2,100.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,17.8,0.0,86.0,131.4,80.9899010018853,83.01985560028697,57.87793099807459,58.07039339852054,80.09150499856332,81.83887779741781,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,7,10,10,True,latency_aligned,5,4,200.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,15.2,0.0,72.6,142.4,80.59594549922622,83.24829800130829,57.82818499938003,58.008048749798036,79.74186200044642,82.07426725130063,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,8,10,10,True,async_unguarded,5,0,0.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,20.2,0.0,0.0,110.0,80.45913200112409,82.68748299815343,57.838054999592714,58.03654299961636,79.63641099922825,81.77581800191547,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,8,10,10,True,async_unguarded,5,2,100.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,19.0,0.0,93.2,141.2,80.78648900118424,82.82752189952589,57.86175200046273,58.066062501529814,79.92383899909328,81.5921450011956,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,8,10,10,True,async_unguarded,5,4,200.0,,5,5,1,0.2,0.03622410863243014,0.6244653702374747,1,0.2,0.03622410863243014,0.6244653702374747,25.0,0.0,120.0,229.8,80.35898700109101,82.82859840182937,57.813126000837656,58.087956801318796,79.62304500324535,81.73376000195276,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,8,10,10,True,latency_aligned,5,0,0.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,22.4,0.0,0.0,120.0,80.64418150024721,83.13952789922041,57.83600199902139,58.08815369982767,79.69324549958401,82.10257349946914,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,8,10,10,True,latency_aligned,5,2,100.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,14.6,0.0,70.6,109.6,80.51607299785246,82.5744374000351,57.83687599978293,58.04756139987148,79.70385899898247,81.59944100189023,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,8,10,10,True,latency_aligned,5,4,200.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,12.0,0.0,56.8,113.2,80.81478900021466,82.78438779798307,57.84469100035494,58.03507104737946,79.92236300015065,81.82706154857442,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,9,10,10,True,async_unguarded,5,0,0.0,,5,5,4,0.8,0.37553462976252533,0.9637758913675698,4,0.8,0.37553462976252533,0.9637758913675698,29.6,0.0,0.0,156.0,80.2964404992963,82.79371964963502,57.809678501143935,57.98302579933079,79.51085499917099,81.81702145157033,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,9,10,10,True,async_unguarded,5,2,100.0,,5,5,4,0.8,0.37553462976252533,0.9637758913675698,4,0.8,0.37553462976252533,0.9637758913675698,23.4,0.0,113.4,169.8,80.60640199983027,81.93990640211268,57.845565999741666,57.97453620180022,79.75944200006779,80.98686180092045,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,9,10,10,True,async_unguarded,5,4,200.0,,5,5,1,0.2,0.03622410863243014,0.6244653702374747,1,0.2,0.03622410863243014,0.6244653702374747,24.0,0.0,115.6,221.6,80.65343599992048,82.65345659874583,57.84466499972041,58.12927835195296,79.7813919998589,81.88772280245757,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,9,10,10,True,latency_aligned,5,0,0.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,24.0,0.0,0.0,128.2,80.17975700022362,81.73980780011334,57.79550150145951,57.93874014925677,79.39457700013008,80.60016869967512,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,9,10,10,True,latency_aligned,5,2,100.0,,5,5,4,0.8,0.37553462976252533,0.9637758913675698,4,0.8,0.37553462976252533,0.9637758913675698,20.4,0.0,99.0,149.8,80.55113050249929,82.6681368476784,57.85096150066238,58.03646884960472,79.6898010012228,81.64268025011552,0,0,0,0,[]
armbench.pi05_libero_async.v1,task,libero_spatial,9,10,10,True,latency_aligned,5,4,200.0,,5,5,5,1.0,0.5655175352168251,1.0,5,1.0,0.5655175352168251,1.0,14.8,0.0,69.8,137.4,80.94045249890769,82.75380375034729,57.886103000782896,58.035332800864126,80.02141900215065,81.83019345033244,0,0,0,0,[]
