schema_version,stratum,edge_index,q_start,q_end,endpoint_start_valid,endpoint_end_valid,continuous_status,continuous_reason,continuous_collision_pair,continuous_valid,continuous_pair_evaluations,continuous_subintervals,continuous_max_depth,continuous_minimum_distance_m,continuous_motion_bound_m,dense_samples,dense_valid,false_safe,conservative_rejection,continuous_latency_ms,dense_latency_ms
armbench.mujoco_self_collision_audit.v1,known_intermediate,10,"[2.775328368864747,-0.7527702728606234,2.52293383607029,-2.103924708385832,1.1415382542381125,1.295883596187512,-1.8896502327861326]","[0.7780492846620293,-1.72689320021375,-1.8370377930490642,-2.7839584652886247,-0.01465754850194756,2.3666621548328273,1.3914783741335914]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,185745,1013,9,0.021652862037392487,8.698401302075801,2180,True,False,False,2144.73060000455,203.1210999994073
armbench.mujoco_self_collision_audit.v1,known_intermediate,11,"[-2.34704301486288,0.04816320657966333,2.785701284614729,-2.8076595099734667,0.9578665341011261,0.8663847665003319,-0.12312152938447829]","[-2.0223618754010437,-0.17234976831949744,-2.518594290255409,-2.0702907610782777,-2.342707331626536,3.5400771271568336,0.7705823384250694]",True,True,collision,collision:self:link5:geom_32:hand:geom_65,self:link5:geom_32:hand:geom_65,False,28305,153,9,0.0,7.439491255521806,2653,True,False,True,293.011799978558,248.63090002327226
armbench.mujoco_self_collision_audit.v1,known_intermediate,12,"[1.1090122562851152,1.7359825043463548,2.5819923501198727,-0.2692030216588641,1.1802500190913592,2.88001967329443,2.763110379183597]","[0.8392446607410533,1.207979216736614,0.7339278902690092,-0.6341091491147446,-2.0563506193862975,0.4530513622815748,-0.26095122375104873]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,93513,509,8,0.02029229831287978,5.104732875144252,1619,True,False,False,973.5516000073403,151.5291999967303
armbench.mujoco_self_collision_audit.v1,known_intermediate,13,"[2.5231512764606836,1.5697558597507206,-1.1814146729513346,-1.2180403997028368,2.598803126136016,0.19448742249274997,-0.14075517602860366]","[2.506268992760019,1.0637111770293042,0.5024787088201887,-2.7903283863101036,-1.5682587733009006,1.7393963555680712,1.451038111943952]",False,False,collision,collision:self:link5:geom_30:hand:geom_65,self:link5:geom_30:hand:geom_65,False,95,0,0,-0.0061890774798789815,0.0,2084,False,False,False,0.8234000124502927,0.27489999774843454
armbench.mujoco_self_collision_audit.v1,known_intermediate,14,"[-1.58735009572709,0.19311923808319098,1.8293859689257839,-0.8504973119185189,-1.938866097029197,2.6188919872028884,0.9656135034150313]","[2.2771655757594123,0.7673496380901352,2.5217593226515267,-1.722903494513105,-2.2551438457652657,0.29743591083746673,-1.628729292059322]",True,True,collision,collision:self:left_finger:geom_68:right_finger:geom_77,self:left_finger:geom_68:right_finger:geom_77,False,119831,653,9,0.0,7.5265079717939205,1933,True,False,True,1383.2909000047948,177.53139999695122
armbench.mujoco_self_collision_audit.v1,known_intermediate,15,"[1.9837909893073413,1.3745571934565382,-0.044726266232333334,-1.4587402074959555,1.8167103982291795,2.0237069855990018,-0.6634017461300048]","[1.571094275280665,-0.3660739336610208,0.3809246053970474,-2.907914683527675,-1.3583066821093712,0.5629991963008832,0.8057823193596572]",True,True,collision,collision:self:left_finger:geom_68:right_finger:geom_81,self:left_finger:geom_68:right_finger:geom_81,False,59811,325,8,-0.08616599296263208,5.566517858324114,1588,True,False,True,750.099600001704,287.6778999925591
armbench.mujoco_self_collision_audit.v1,known_intermediate,16,"[-1.5979378560467952,-0.8988466612968015,-2.5488863417115493,-2.486057387176248,-2.3759522576235352,1.794167364742591,0.14567181368257964]","[-0.3755212194742419,0.5490179611635506,1.517179017481149,-1.164121023039068,2.718071798016999,0.43061108677774323,2.214083117858808]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,187209,1021,9,0.020012353845856538,9.653328477619347,2548,True,False,False,2236.1388000135776,254.2503000004217
armbench.mujoco_self_collision_audit.v1,known_intermediate,17,"[-0.9307911760677583,-1.7433840205346218,-2.2032231158746995,-0.9316843878884908,1.111174303452875,3.5402500755013757,2.7133059838864706]","[2.1576908039468123,0.810940306223149,1.791871248252963,-0.2655874954153723,2.2425542997799988,1.6054353311647354,-2.11027483317176]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,187575,1023,9,0.020261742773845445,11.983131335936083,2412,True,False,False,2123.1460999988485,255.3505999967456
armbench.mujoco_self_collision_audit.v1,known_intermediate,18,"[1.0084424926941784,-1.0225390642325145,2.4596908781777933,-2.7929620851128227,-2.8797549515986987,2.0937237334488032,-1.4179975283721877]","[1.7585563629993648,1.4561721078586496,2.2532400597878177,-1.4804785728229133,-0.6067601444262634,0.7100026176414791,-2.520862590476839]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,95709,521,9,0.004118044124922609,6.093023362751269,1240,True,False,False,980.7815999956802,124.9031999905128
armbench.mujoco_self_collision_audit.v1,known_intermediate,19,"[-1.4311316241286043,-1.208115292238692,0.9463994129570965,-0.47418082719487575,1.000310339989118,1.2587835365909563,0.1837808229270519]","[0.7922790865672034,1.2467053453289259,0.5702065974039439,-1.2815000917183066,0.41267444583533797,2.693978627093359,1.3203516533074562]",True,True,collision,collision:self:left_finger:geom_68:right_finger:geom_81,self:left_finger:geom_68:right_finger:geom_81,False,41328,224,9,-0.08616599296263214,6.964658208189596,1228,True,False,True,426.9464999961201,115.24260000442155
armbench.mujoco_self_collision_audit.v1,known_intermediate,20,"[2.1002320371979697,-0.5628124967228954,1.152418977801641,-1.8421942916789724,-0.037225480759025764,1.2366879294625528,1.5562175520151453]","[1.6514436610567835,-1.6298280766217341,-1.465637991441614,-2.048476799143285,0.9822785786915453,1.7180711430882694,0.309986486286256]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,93513,509,8,0.02169768002908971,4.667482089563667,1310,True,False,False,955.4001999786124,99.7776000003796
armbench.mujoco_self_collision_audit.v1,known_intermediate,21,"[0.05055067091433063,-0.9159606058245953,0.763574925585123,-2.889409954614184,2.457548240133758,3.0265590672094005,1.5157006663145007]","[2.603661860696214,1.7497623842250967,1.984888768786281,-1.187596402054018,-1.8037966881717178,2.1293991284140943,2.723055767677091]",True,True,collision,collision:self:link5:geom_32:hand:geom_65,self:link5:geom_32:hand:geom_65,False,144327,787,9,0.0,9.929955385280826,2131,True,False,True,1540.9245000046212,176.84519998147152
armbench.mujoco_self_collision_audit.v1,known_intermediate,22,"[0.5576894995053503,-0.49949173988593576,1.5492432289331766,-2.6996797059469015,-0.9473943785061332,2.194203437260305,0.2760435584751879]","[0.1908286843437006,-1.4153770239711498,2.4324091898792735,-0.5801650726749563,-0.4697407591801719,0.4690813634689906,-2.462649173652151]",True,True,collision,collision:self:left_finger:geom_73:right_finger:geom_76,self:left_finger:geom_73:right_finger:geom_76,False,17197,92,8,0.0,4.958669320015939,1370,True,False,True,141.6802000021562,102.53189998911694
armbench.mujoco_self_collision_audit.v1,known_intermediate,23,"[-0.4731112980738934,0.4496061771617619,-1.8918736423183873,-1.6094113729010158,-0.682520342448595,1.860955590752725,2.831062154379746]","[-0.11000257508097722,-0.4607203592081812,0.023373272397170908,-2.1640352829883187,2.2973494842644695,0.7495140047893254,-2.587121739660645]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,93513,509,8,0.020424834221765928,5.87089623136046,2710,True,False,False,1112.7470000064932,244.3358000018634
armbench.mujoco_self_collision_audit.v1,local,0,"[0.01892262682081771,-0.3472225327878636,0.004693564255195695,-2.137194405579178,-0.026742515428350416,1.7558058675857615,0.5809125122661525]","[-0.4959415213014625,-0.6159974496646998,0.06622738316917755,-2.2634870232436013,-0.28535521562499006,1.349497579391204,0.23841961238944143]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,23607,127,6,0.02164126821120787,1.2976982873309606,258,True,False,False,251.2535999994725,24.035099981119856
armbench.mujoco_self_collision_audit.v1,local,1,"[0.2625139006795717,-0.7415316382380261,0.3264814458836232,-2.50254855822636,0.07594574989919721,1.6976660961849035,0.7540271438766059]","[0.49207823527545014,-0.9014738938706117,0.3675518813821283,-2.4447329416471675,0.10798686413475514,1.5947124102655321,1.1314343743440758]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,11895,63,5,0.02307423905828518,0.635288863799975,189,True,False,False,160.38990000379272,9.947100013960153
armbench.mujoco_self_collision_audit.v1,local,2,"[0.03960268422018652,-0.6955197469079595,0.10771085495564156,-2.0123852555400306,0.14722668869831262,1.5416110811519597,0.7869183551507352]","[-0.16994243268920883,-0.8248240685906454,-0.05884971877850159,-2.2207199207489654,-0.6676596403506918,1.4233533180970155,1.0200482150365084]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,23607,127,6,0.022000013428582675,1.0060953945079651,408,True,False,False,322.4421000049915,43.203000008361414
armbench.mujoco_self_collision_audit.v1,local,3,"[-0.12637580558353978,-0.961519666668422,0.15952298852591787,-2.38580077804564,-0.23907992451522728,1.6749633569872562,0.7857771626908746]","[0.05747760048102826,-1.0627281410639218,0.07534857523402717,-2.0245853039717896,0.2741422983859171,1.3744862052666647,1.1706275521001057]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,23241,125,6,0.02174172897869394,0.9866424111858728,257,True,False,False,214.59790001972578,12.485899991588667
armbench.mujoco_self_collision_audit.v1,local,4,"[0.09348533106657989,-0.863673463330628,0.09623799846871668,-2.177342617744534,0.21727056682111753,1.8210778441770863,0.5755885323600155]","[-0.005322021280062705,-1.2178764226705725,0.08058124191762078,-2.147505482915681,0.09474375232238376,1.4745201728747692,0.2201350789574928]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,11895,63,5,0.022088168385991012,0.766818279294389,178,True,False,False,139.61140002356842,18.813699978636578
armbench.mujoco_self_collision_audit.v1,local,5,"[-0.2059933375447582,-0.7532946108608845,0.13132295317445758,-2.084102053383954,0.09861685847680719,1.621257205087062,0.7333101328680411]","[-0.3336697831880872,-0.9351830340083664,0.4334575892380888,-1.9831812608448174,0.45548558793313654,1.8782709756996507,0.21828435249709688]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,18849,101,6,0.021704810376523016,0.968129020317928,258,True,False,False,230.57470002095215,26.152200007345527
armbench.mujoco_self_collision_audit.v1,local,6,"[0.03331879466079565,-0.9608518703346328,-0.08766511671044477,-2.3947995523529486,-0.01760957989515606,1.4340151007476154,0.5249988648389984]","[-0.5340604261187256,-1.3887668665281547,-0.25717692347644705,-2.4485821054236916,0.5963163158192741,1.836442584333855,0.3794849656567074]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,23607,127,6,0.021980363000227016,1.632974554819898,307,True,False,False,197.44379998883232,30.36860001157038
armbench.mujoco_self_collision_audit.v1,local,7,"[-0.20767325323019264,-0.6433653172717442,0.02218784409390148,-2.3568820786246607,-0.051748134551385314,1.3019266418907478,0.8217729951443584]","[-0.3595511664421748,-0.6652073784688879,-0.2503245587181684,-1.9672390638663027,0.3317093099486596,1.028098715210896,0.6390137561265579]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,23607,127,6,0.021730502825004137,0.9365668219037019,195,True,False,False,246.25020002713427,8.531500003300607
armbench.mujoco_self_collision_audit.v1,local,8,"[0.18734440113654902,-0.7354445206337563,0.04989105249435583,-2.096013575624673,-0.05127596679838772,1.2615853411815854,1.0018536737155765]","[0.17689220172185924,-0.28810916793597396,-0.17045997339365018,-1.7433843376300873,0.0038619022027157265,1.8572488717661488,0.4920309609297694]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,23607,127,6,0.021680717009807175,1.2570561394573643,298,True,False,False,253.46480001462623,26.531600015005097
armbench.mujoco_self_collision_audit.v1,local,9,"[-0.0876996969758824,-0.8294510150162969,0.16769608895905014,-2.482475363677929,0.1255674871110688,1.4515818236816478,0.7371896753950254]","[0.29796627096332573,-1.0037821877680189,0.19788287645004515,-2.1318870178536593,0.14086759999466142,1.327139926626224,0.46502082645936776]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,23607,127,6,0.021715335231717942,1.0011070190573421,193,True,False,False,229.01380000985228,21.232600003713742
armbench.mujoco_self_collision_audit.v1,local,10,"[-0.06023970189507187,-0.8900097208887103,-0.04962865269683089,-2.002572416976338,0.1452738330504747,1.4385087955558746,0.5711766899051953]","[0.22202216802318908,-1.0199044527328223,-0.2410115968747163,-1.96300657428038,-0.014105379703448467,1.655751517289721,0.2903454058764441]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,11895,63,5,0.022214690018472674,0.8212504367017835,142,True,False,False,142.06059998832643,6.618999992497265
armbench.mujoco_self_collision_audit.v1,local,11,"[0.1200214034582282,-0.8743933466116032,-0.00866428514127015,-2.370871976422371,0.09338305628687649,1.497585075702223,0.7829576513415633]","[0.15367852822101152,-1.1570123887584571,-0.048152956494664896,-2.280375726634477,0.306543811101603,1.0487316230347956,0.624569372760254]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,11895,63,5,0.02167607282754194,0.6932002708393644,225,True,False,False,140.20660001551732,20.868699997663498
armbench.mujoco_self_collision_audit.v1,local,12,"[0.0917382006459816,-0.6257061655651535,0.13327393745243502,-2.179942021063255,0.08653033749803636,1.5042007016493344,0.6896033194361395]","[0.056451398305300764,-0.546306776517295,0.33525452707844805,-1.9846199138792855,-0.11916966650384024,1.3699867840903142,0.8117335141552138]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,11895,63,5,0.021834761718830534,0.5622747457873515,103,True,False,False,110.5974999954924,5.512200004886836
armbench.mujoco_self_collision_audit.v1,local,13,"[0.07798080897389051,-0.7273547796729486,-0.06962103557081999,-2.3063959409814,0.07560727056587527,1.5344803995739,0.9265317995094773]","[-0.03885292860116918,-0.4180654900737608,-0.12271716040433145,-2.161168482950819,0.41700298287543547,1.237252928207288,0.9782915867934276]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,11895,63,5,0.021623294784180912,0.8327728106738745,171,True,False,False,136.835199984489,19.17919999687001
armbench.mujoco_self_collision_audit.v1,local,14,"[-0.2041649578563317,-0.7858171612328632,0.16155866002788674,-2.0435479585875718,-0.07190352476754983,1.4067723466880981,0.4947873736147788]","[0.3873575221376774,-1.2996253613307929,0.20308998896640607,-2.0982205978827486,-0.2600962662059141,1.4009622462934637,0.8604671435706348]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,23607,127,6,0.02170823182374457,1.4433870330448788,296,True,False,False,276.41229997971095,22.587600018596277
armbench.mujoco_self_collision_audit.v1,local,15,"[-0.09232086551179314,-0.8180660102788706,-0.08983212467759727,-2.089925732349174,-0.13423635614547685,1.337967562600275,0.5715933138818245]","[0.555232158738266,-0.8617410194502597,-0.01458314614932088,-2.1658076823691057,-0.16533904486566559,1.2888214132837505,0.868330308644647]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,23607,127,6,0.021838746133894422,0.973927635498427,324,True,False,False,271.1974999983795,22.393799998098984
armbench.mujoco_self_collision_audit.v1,local,16,"[-0.1108816158269723,-0.7770614693770754,-0.028634353526472117,-2.364400917455351,0.2859953876442021,1.538948557030278,0.8560741082405406]","[-0.3140677389630162,-0.7019961052922903,0.11221554730893138,-1.9043515361460055,-0.06782914454048866,1.3812602004460883,0.6341728474991448]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,23607,127,6,0.021776810432784115,0.9607774506286659,231,True,False,False,245.63530000159517,10.591099999146536
armbench.mujoco_self_collision_audit.v1,local,17,"[-0.06735162724971812,-0.8616998338224275,-0.12754602732030756,-2.1212506639064372,-0.022631961660627375,1.5840327572610928,0.5892295065264918]","[-0.09324986734958907,-1.0434621695471828,0.17297625388457377,-2.508791763730071,-0.09976502196430413,1.393588159456238,0.3317417252496605]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,17019,91,6,0.021874584669009364,0.8882477073165685,194,True,False,False,193.49619999411516,12.255999987246469
armbench.mujoco_self_collision_audit.v1,local,18,"[0.14141664641099302,-0.948177285716683,-0.16637531594859817,-2.1336862864299837,0.0007413394614622313,1.79343323662204,0.763608993325073]","[-0.02566782999721781,-0.6263358250590301,0.4028750255307543,-2.1370276240513864,0.03088307468733357,2.38166834871004,1.0760536196150325]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,23607,127,6,0.021700815406687234,1.2644327969219793,295,True,False,False,239.08830000436865,12.913499987917021
armbench.mujoco_self_collision_audit.v1,local,19,"[-0.01208527258983852,-0.6403024907833732,-0.05947651248811636,-2.1908888194062985,0.18538206964186454,1.7585275005323777,0.9183994950022905]","[-0.2764924075890848,-1.1226828404612879,0.0195716334799243,-2.106387639068314,0.6886153327900735,1.5998365747509427,0.7747009215552199]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,23607,127,6,0.0226134155135625,1.1943817479193672,252,True,False,False,262.91379999020137,23.827600001823157
armbench.mujoco_self_collision_audit.v1,local,20,"[-0.13791275688906102,-0.862877136555516,-0.04737228902006478,-2.307063861679186,0.02333521909749252,1.6289830405167318,0.803773781144292]","[-0.2922929700131678,-0.3199479553993124,0.34024294036149194,-2.6732004125270454,0.07891486890143318,1.8013669117101987,0.8413009360238375]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,23607,127,6,0.022272656495761014,1.4297436482014194,272,True,False,False,294.52120000496507,28.076799993868917
armbench.mujoco_self_collision_audit.v1,local,21,"[-0.05321434379148303,-0.7431905178856613,-0.20597459014721042,-2.1469388783518903,-0.02386877780715371,1.398258040811701,0.7338313985711938]","[-0.45445751853336347,-1.4691709411980618,0.023937317075459513,-1.9719197137524183,0.11422461541523429,1.397165066692181,0.9761827187003824]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,47031,255,7,0.021673661729504433,1.6726074449422947,363,True,False,False,481.962999998359,35.32470000209287
armbench.mujoco_self_collision_audit.v1,local,22,"[0.010189726769247311,-0.7203306059193598,-0.11553241817936277,-2.1552920089856857,0.11571595816463072,1.6805530492988139,0.7063215584616974]","[0.04546479623427063,-0.9935378171042865,0.19945159939388418,-1.867090370455195,0.2685171796799652,1.7794200257732924,0.6477311053836459]",True,True,collision,collision:self:link0:geom_12:link2:geom_16,self:link0:geom_12:link2:geom_16,False,2746,14,6,-0.13790497366723406,0.8956809757274765,158,True,False,True,13.226499984739348,6.009600008837879
armbench.mujoco_self_collision_audit.v1,local,23,"[-0.08866022469115707,-0.8140791770170032,-0.12142545440995893,-2.085215980539969,-0.16926286046554898,1.4464626692084617,0.8763330057306263]","[-0.23018669639148137,-0.7321290557181391,-0.39386943926664936,-2.2308922115645227,0.2151903252116041,1.2365816381972883,1.1610170952452128]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,11895,63,5,0.02164956776869391,0.8217556159571506,193,True,False,False,147.85829998436384,20.313400018494576
armbench.mujoco_self_collision_audit.v1,global,0,"[2.147452384652491,0.011184923827492144,-2.5014358924832076,-1.1450640824667009,-0.8104601075828377,0.7985642717488161,1.5559657443530726]","[1.5127118047250128,1.5381070800517453,0.5945198214014997,-2.247478140493695,2.1188613532512925,3.495758510336839,0.23924744846334178]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,175497,957,9,0.01239068847844321,7.726982686303078,1548,True,False,False,1943.9725000120234,579.4613000180107
armbench.mujoco_self_collision_audit.v1,global,1,"[-2.855227286824415,-1.5317663127082777,0.1257961750991492,-1.982170450809117,2.368036841918127,1.1799255797428527,1.6807069102238343]","[-2.247425954620188,1.3222136232952617,-1.4896205374779836,-0.20907210370848084,-0.8513288774998982,0.46560778367522404,-0.4023751626900278]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,186111,1015,9,0.02179799990725557,8.109418402476491,1610,True,False,False,1995.447699999204,144.6923999756109
armbench.mujoco_self_collision_audit.v1,global,2,"[-0.40371225255071064,0.08454475811115736,-1.2225803684867371,-1.4250857991602102,-1.4601156663824215,1.788816624585426,1.8273848539353668]","[2.058958882658383,1.524065345635738,-1.0118025216333215,-0.1716450858127443,-0.8975734388640424,3.5032368973364885,1.9735104989146124]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,93879,511,8,0.020918071932610933,6.142929630548731,1232,True,False,False,1192.3039999965113,66.5943999774754
armbench.mujoco_self_collision_audit.v1,global,3,"[-0.6073321816299067,1.6032201747397723,-2.3049544771209054,-1.032496967969105,0.036215291181230125,2.745069469833096,-0.45237742255538427]","[0.18426277728956997,1.1346203534900998,0.5160047869395448,-0.45617570837665466,-2.4429950797853186,1.6808287887325366,-0.2737376935060958]",True,True,collision,collision:self:left_finger:geom_68:right_finger:geom_77,self:left_finger:geom_68:right_finger:geom_77,False,76094,414,8,0.0,5.211664461051106,1411,True,False,True,832.9205000190996,129.26640000659972
armbench.mujoco_self_collision_audit.v1,global,4,"[2.1974965051537185,-0.9708161381008933,-1.6527165703222084,-2.463708719095714,2.7420190296529268,0.8923758615771001,-2.3541591162029833]","[2.0528921684472077,-0.07425993756644145,1.327652601684528,-1.9975443801783448,-0.548564346844989,2.582319773559035,-0.8378104196635161]",True,True,certified_safe,all_pair_distance_bounds_positive,,True,93147,507,8,0.021671966462570448,5.7810488769792165,1646,True,False,False,1080.9372999938205,168.1949999765493
armbench.mujoco_self_collision_audit.v1,global,5,"[0.0930313924906292,1.2927581218028088,-2.3978541511959555,-1.7844491017084239,2.6826885527678477,3.2656175699829406,-0.8881851435943995]","[-2.272626748384788,-1.6420381418733276,1.803668121021588,-1.4740161022405787,-0.56213765489123,3.7417971625201782,1.3673307089998432]",True,True,collision,collision:self:left_finger:geom_68:right_finger:geom_77,self:left_finger:geom_68:right_finger:geom_77,False,30344,164,9,-0.08765186686434116,11.148332305886829,2101,True,False,True,353.84669998893514,220.96770000644028
armbench.mujoco_self_collision_audit.v1,global,6,"[-0.6054903804709717,-0.8966936550950672,0.9665676065511954,-2.9087597223262907,-2.065773416035805,0.1484305496525642,-0.9410196165109799]","[1.6828697585484798,0.6465380524297859,-2.4982664713406044,-0.5709955983249362,1.4779544736307142,2.7311095775887946,0.4707370154089183]",False,True,collision,collision:self:link5:geom_30:hand:geom_65,self:link5:geom_30:hand:geom_65,False,95,0,0,-0.0014564124541837638,0.0,1772,False,False,False,1.3673999928869307,0.3569000109564513
