scenario,condition,mode,chunk,source,deadline_exceeded,fallback_latched,end_to_end_latency_ms,guard_latency_ms,horizon,unsafe_raw_steps,intervention_steps,hold_steps,safe_after_guard
narrow_gate,fresh_safe_jitter,unguarded,3,scripted_non_learned,False,False,159.99999999996817,0.0,15,,0,0,
narrow_gate,fresh_safe_jitter,unguarded,4,scripted_non_learned,False,False,0.0,0.0,15,,0,0,
narrow_gate,fresh_safe_jitter,unguarded,5,scripted_non_learned,False,False,39.99999999996362,0.0,15,,0,0,
narrow_gate,fresh_safe_jitter,unguarded,6,scripted_non_learned,False,False,80.00000000004093,0.0,15,,0,0,
narrow_gate,fresh_safe_jitter,unguarded,7,scripted_non_learned,False,False,159.99999999996817,0.0,15,,0,0,
narrow_gate,fresh_safe_jitter,unguarded,8,scripted_non_learned,False,False,0.0,0.0,15,,0,0,
narrow_gate,fresh_safe_jitter,unguarded,9,scripted_non_learned,False,False,39.99999999996362,0.0,15,,0,0,
narrow_gate,fresh_safe_jitter,unguarded,10,scripted_non_learned,False,False,80.00000000004093,0.0,15,,0,0,
narrow_gate,fresh_safe_jitter,unguarded,11,scripted_non_learned,False,False,159.99999999996817,0.0,15,,0,0,
narrow_gate,fresh_safe_jitter,unguarded,12,scripted_non_learned,False,False,0.0,0.0,15,,0,0,
narrow_gate,fresh_safe_jitter,guarded,0,scripted_non_learned,False,False,0.0,4.180099997029174,15,0,0,0,True
narrow_gate,fresh_safe_jitter,guarded,1,scripted_non_learned,False,False,39.99999999996362,4.139900003792718,15,0,0,0,True
narrow_gate,fresh_safe_jitter,guarded,2,scripted_non_learned,False,False,80.00000000004093,5.360300005122554,15,0,0,0,True
narrow_gate,fresh_safe_jitter,guarded,3,scripted_non_learned,False,False,159.99999999996817,4.877699997450691,15,0,0,0,True
narrow_gate,fresh_safe_jitter,guarded,4,scripted_non_learned,False,False,0.0,4.036199999973178,15,0,0,0,True
narrow_gate,fresh_safe_jitter,guarded,5,scripted_non_learned,False,False,39.99999999996362,4.484999997657724,15,0,0,0,True
narrow_gate,fresh_safe_jitter,guarded,6,scripted_non_learned,False,False,80.00000000004093,5.13409999985015,15,0,0,0,True
narrow_gate,fresh_safe_jitter,guarded,7,scripted_non_learned,False,False,159.99999999996817,5.098800000268966,15,0,0,0,True
narrow_gate,fresh_safe_jitter,guarded,8,scripted_non_learned,False,False,0.0,4.941799998050556,15,0,0,0,True
narrow_gate,fresh_safe_jitter,guarded,9,scripted_non_learned,False,False,39.99999999996362,5.018800002289936,15,0,0,0,True
narrow_gate,fresh_safe_jitter,guarded,10,scripted_non_learned,False,False,80.00000000004093,4.92379999923287,15,0,0,0,True
narrow_gate,fresh_safe_jitter,guarded,11,scripted_non_learned,False,False,159.99999999996817,5.364500000723638,15,0,0,0,True
narrow_gate,fresh_safe_jitter,guarded,12,scripted_non_learned,False,False,0.0,5.35410000156844,15,0,0,0,True
narrow_gate,fresh_collision_fault,unguarded,0,scripted_non_learned,False,False,49.999999999954525,0.0,15,,0,0,
narrow_gate,fresh_collision_fault,unguarded,1,scripted_non_learned,False,False,49.999999999954525,0.0,15,,0,0,
narrow_gate,fresh_collision_fault,unguarded,2,scripted_non_learned,False,False,49.999999999954525,0.0,15,,0,0,
narrow_gate,fresh_collision_fault,guarded,0,scripted_non_learned,False,False,49.999999999954525,7.627899998624343,15,10,10,9,True
narrow_gate,fresh_collision_fault,guarded,1,scripted_non_learned,False,False,49.999999999954525,7.943399999930989,15,15,15,15,True
narrow_gate,fresh_collision_fault,guarded,2,scripted_non_learned,False,False,49.999999999954525,7.9603000049246475,15,15,15,15,True
narrow_gate,mixed_deadline_jitter,unguarded,0,scripted_non_learned,False,False,0.0,0.0,15,,0,0,
narrow_gate,mixed_deadline_jitter,unguarded,1,scripted_non_learned,False,False,39.99999999996362,0.0,15,,0,0,
narrow_gate,mixed_deadline_jitter,unguarded,2,scripted_non_learned,False,False,80.00000000004093,0.0,15,,0,0,
narrow_gate,mixed_deadline_jitter,unguarded,3,scripted_non_learned,True,False,240.0000000000091,0.0,15,,0,0,
narrow_gate,mixed_deadline_jitter,unguarded,4,scripted_non_learned,False,False,0.0,0.0,15,,0,0,
narrow_gate,mixed_deadline_jitter,unguarded,5,scripted_non_learned,False,False,39.99999999996362,0.0,15,,0,0,
narrow_gate,mixed_deadline_jitter,unguarded,6,scripted_non_learned,False,False,80.00000000004093,0.0,15,,0,0,
narrow_gate,mixed_deadline_jitter,unguarded,7,scripted_non_learned,True,False,240.0000000000091,0.0,15,,0,0,
narrow_gate,mixed_deadline_jitter,unguarded,8,scripted_non_learned,False,False,0.0,0.0,15,,0,0,
narrow_gate,mixed_deadline_jitter,unguarded,9,scripted_non_learned,False,False,39.99999999996362,0.0,15,,0,0,
narrow_gate,mixed_deadline_jitter,unguarded,10,scripted_non_learned,False,False,80.00000000004093,0.0,15,,0,0,
narrow_gate,mixed_deadline_jitter,unguarded,11,scripted_non_learned,True,False,240.0000000000091,0.0,15,,0,0,
narrow_gate,mixed_deadline_jitter,unguarded,12,scripted_non_learned,False,False,0.0,0.0,15,,0,0,
narrow_gate,mixed_deadline_jitter,guarded,0,scripted_non_learned,False,False,0.0,5.666500001098029,15,0,0,0,True
narrow_gate,mixed_deadline_jitter,guarded,1,scripted_non_learned,False,False,39.99999999996362,5.580199998803437,15,0,0,0,True
narrow_gate,mixed_deadline_jitter,guarded,2,scripted_non_learned,False,False,80.00000000004093,5.724000002373941,15,0,0,0,True
narrow_gate,mixed_deadline_jitter,guarded,3,scripted_non_learned,True,True,240.0000000000091,3.0075999966356903,15,15,15,15,True
narrow_gate,mixed_deadline_jitter,guarded,4,scripted_non_learned,False,True,0.0,2.8209000010974705,15,15,15,15,True
narrow_gate,mixed_deadline_jitter,guarded,5,scripted_non_learned,False,True,39.99999999996362,3.8762999975006096,15,15,15,15,True
narrow_gate,mixed_deadline_jitter,guarded,6,scripted_non_learned,False,True,80.00000000004093,3.0192999984137714,15,15,15,15,True
narrow_gate,mixed_deadline_jitter,guarded,7,scripted_non_learned,True,True,240.0000000000091,2.8901999976369552,15,15,15,15,True
narrow_gate,mixed_deadline_jitter,guarded,8,scripted_non_learned,False,True,0.0,2.689400003873743,15,15,15,15,True
narrow_gate,mixed_deadline_jitter,guarded,9,scripted_non_learned,False,True,39.99999999996362,2.7202000055694953,15,15,15,15,True
narrow_gate,mixed_deadline_jitter,guarded,10,scripted_non_learned,False,True,80.00000000004093,2.8558999983943067,15,15,15,15,True
narrow_gate,mixed_deadline_jitter,guarded,11,scripted_non_learned,True,True,240.0000000000091,2.7637000021059066,15,15,15,15,True
narrow_gate,mixed_deadline_jitter,guarded,12,scripted_non_learned,False,True,0.0,2.6943000048049726,15,15,15,15,True
