scenario,payload_mass,execution_horizon,sequence_id,action_offset,executed_horizon,decision_status,policy_source,runtime_fallback,failure_stage,deadline_exceeded,state_mismatch_exceeded,state_mismatch_rad,policy_latency_ms,simulated_inference_wait_s,executed_interventions,planned_interventions,supervisor_latency_ms,observation_q,dispatch_q,actual_q_after
single_block,0.0,1,10,10,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,6.287599993811455,"[-0.02715239311512085, -0.6793819824135451, -0.02245444233014824, -2.1292048636292464, -0.03265749423826836, 1.6133413636147522, 0.5786838716734058]","[-0.02715239311512085, -0.6793819824135451, -0.02245444233014824, -2.1292048636292464, -0.03265749423826836, 1.6133413636147522, 0.5786838716734058]","[-0.030039086276344065, -0.6723783640827771, -0.025043173352793907, -2.117010665069925, -0.035977898355920475, 1.6197380752772772, 0.5613337164245996]"
single_block,0.0,1,11,11,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,4.547900003672112,"[-0.030039086276344065, -0.6723783640827771, -0.025043173352793907, -2.117010665069925, -0.035977898355920475, 1.6197380752772772, 0.5613337164245996]","[-0.030039086276344065, -0.6723783640827771, -0.025043173352793907, -2.117010665069925, -0.035977898355920475, 1.6197380752772772, 0.5613337164245996]","[-0.03285281161963786, -0.6654321029590122, -0.02747545611852915, -2.1047271460104064, -0.039287243831196625, 1.6261850534889708, 0.5439135473858426]"
single_block,0.0,1,12,12,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,4.435499999090098,"[-0.03285281161963786, -0.6654321029590122, -0.02747545611852915, -2.1047271460104064, -0.039287243831196625, 1.6261850534889708, 0.5439135473858426]","[-0.03285281161963786, -0.6654321029590122, -0.02747545611852915, -2.1047271460104064, -0.039287243831196625, 1.6261850534889708, 0.5439135473858426]","[-0.03557464777042531, -0.6584806382211242, -0.02971501710872759, -2.092438779602173, -0.04257942764985213, 1.6326473431175745, 0.5264629548642599]"
single_block,0.0,1,13,13,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,5.387700002756901,"[-0.03557464777042531, -0.6584806382211242, -0.02971501710872759, -2.092438779602173, -0.04257942764985213, 1.6326473431175745, 0.5264629548642599]","[-0.03557464777042531, -0.6584806382211242, -0.02971501710872759, -2.092438779602173, -0.04257942764985213, 1.6326473431175745, 0.5264629548642599]","[-0.03824263143433097, -0.6514817549402435, -0.03184867884987144, -2.080234215784932, -0.04585358490358227, 1.639066677778108, 0.509107750411298]"
single_block,0.0,1,14,14,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,4.297200001019519,"[-0.03824263143433097, -0.6514817549402435, -0.03184867884987144, -2.080234215784932, -0.04585358490358227, 1.639066677778108, 0.509107750411298]","[-0.03824263143433097, -0.6514817549402435, -0.03184867884987144, -2.080234215784932, -0.04585358490358227, 1.639066677778108, 0.509107750411298]","[-0.04091771736976748, -0.6443978790076068, -0.03399360995374201, -2.0680816144302487, -0.04913807440555619, 1.6454821749962787, 0.4916878221453043]"
single_block,0.0,1,15,15,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,5.196499994781334,"[-0.04091771736976748, -0.6443978790076068, -0.03399360995374201, -2.0680816144302487, -0.04913807440555619, 1.6454821749962787, 0.4916878221453043]","[-0.04091771736976748, -0.6443978790076068, -0.03399360995374201, -2.0680816144302487, -0.04913807440555619, 1.6454821749962787, 0.4916878221453043]","[-0.04363469052380763, -0.6372678603879139, -0.03623008523060263, -2.0559746703609374, -0.05242575817807784, 1.651874296970994, 0.4743291654010528]"
single_block,0.0,1,16,16,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,4.445099999429658,"[-0.04363469052380763, -0.6372678603879139, -0.03623008523060263, -2.0559746703609374, -0.05242575817807784, 1.651874296970994, 0.4743291654010528]","[-0.04363469052380763, -0.6372678603879139, -0.03623008523060263, -2.0559746703609374, -0.05242575817807784, 1.651874296970994, 0.4743291654010528]","[-0.04639405560291252, -0.6301203692628238, -0.038550735679940204, -2.0438575203161076, -0.05572843365022923, 1.6582805760244597, 0.45690626117692895]"
single_block,0.0,1,17,17,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,5.417400003352668,"[-0.04639405560291252, -0.6301203692628238, -0.038550735679940204, -2.0438575203161076, -0.05572843365022923, 1.6582805760244597, 0.45690626117692895]","[-0.04639405560291252, -0.6301203692628238, -0.038550735679940204, -2.0438575203161076, -0.05572843365022923, 1.6582805760244597, 0.45690626117692895]","[-0.04917161839288492, -0.622996692366874, -0.04090751981628903, -2.0317096902251532, -0.05903562670790435, 1.664700987574698, 0.43945817806140447]"
single_block,0.0,1,18,18,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,4.815300002519507,"[-0.04917161839288492, -0.622996692366874, -0.04090751981628903, -2.0317096902251532, -0.05903562670790435, 1.664700987574698, 0.43945817806140447]","[-0.04917161839288492, -0.622996692366874, -0.04090751981628903, -2.0317096902251532, -0.05903562670790435, 1.664700987574698, 0.43945817806140447]","[-0.05193518429774157, -0.6159338337714341, -0.04323987848532553, -2.0195525725429824, -0.06233034134863151, 1.671102072897479, 0.42210746110034775]"
single_block,0.0,1,19,19,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,5.224399996222928,"[-0.05193518429774157, -0.6159338337714341, -0.04323987848532553, -2.0195525725429824, -0.06233034134863151, 1.671102072897479, 0.42210746110034775]","[-0.05193518429774157, -0.6159338337714341, -0.04323987848532553, -2.0195525725429824, -0.06233034134863151, 1.671102072897479, 0.42210746110034775]","[-0.054678971746093825, -0.6088990270162368, -0.04552632592619407, -2.007358806409572, -0.0656274321360468, 1.6775240759437942, 0.4046907817987768]"
single_block,0.0,1,20,20,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,4.500300005020108,"[-0.054678971746093825, -0.6088990270162368, -0.04552632592619407, -2.007358806409572, -0.0656274321360468, 1.6775240759437942, 0.4046907817987768]","[-0.054678971746093825, -0.6088990270162368, -0.04552632592619407, -2.007358806409572, -0.0656274321360468, 1.6775240759437942, 0.4046907817987768]","[-0.057403543279872335, -0.6018793624981829, -0.04777666484423, -1.9951678602657914, -0.06891433654663102, 1.6839369521871732, 0.38733255013299345]"
single_block,0.0,1,21,21,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,5.68859999475535,"[-0.057403543279872335, -0.6018793624981829, -0.04777666484423, -1.9951678602657914, -0.06891433654663102, 1.6839369521871732, 0.38733255013299345]","[-0.057403543279872335, -0.6018793624981829, -0.04777666484423, -1.9951678602657914, -0.06891433654663102, 1.6839369521871732, 0.38733255013299345]","[-0.060125760812060655, -0.5948388197414649, -0.05001868328543362, -1.9829706361630008, -0.07220757708135517, 1.690365500800225, 0.3699079648115036]"
single_block,0.0,1,22,22,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,4.535299995040987,"[-0.060125760812060655, -0.5948388197414649, -0.05001868328543362, -1.9829706361630008, -0.07220757708135517, 1.690365500800225, 0.3699079648115036]","[-0.060125760812060655, -0.5948388197414649, -0.05001868328543362, -1.9829706361630008, -0.07220757708135517, 1.690365500800225, 0.3699079648115036]","[-0.06285591302675869, -0.587771302360006, -0.05227662205669683, -1.970781070132657, -0.07550436787680714, 1.6967998396060557, 0.3524576392518774]"
single_block,0.0,1,23,23,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,5.047599996032659,"[-0.06285591302675869, -0.587771302360006, -0.05227662205669683, -1.970781070132657, -0.07550436787680714, 1.6967998396060557, 0.3524576392518774]","[-0.06285591302675869, -0.587771302360006, -0.05227662205669683, -1.970781070132657, -0.07550436787680714, 1.6967998396060557, 0.3524576392518774]","[-0.06559444367064306, -0.5806978309152866, -0.0545575030336949, -1.9586318563587986, -0.07879436886313546, 1.7032012666628111, 0.3351056507508871]"
single_block,0.0,1,24,24,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,4.841400004806928,"[-0.06559444367064306, -0.5806978309152866, -0.0545575030336949, -1.9586318563587986, -0.07879436886313546, 1.7032012666628111, 0.3351056507508871]","[-0.06559444367064306, -0.5806978309152866, -0.0545575030336949, -1.9586318563587986, -0.07879436886313546, 1.7032012666628111, 0.3351056507508871]","[-0.06834217094508573, -0.5736057536787706, -0.056853376538544054, -1.9464799332918266, -0.08209325917498723, 1.7096131501431888, 0.317689073604954]"
single_block,0.0,1,25,25,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,5.106099997647107,"[-0.06834217094508573, -0.5736057536787706, -0.056853376538544054, -1.9464799332918266, -0.08209325917498723, 1.7096131501431888, 0.317689073604954]","[-0.06834217094508573, -0.5736057536787706, -0.056853376538544054, -1.9464799332918266, -0.08209325917498723, 1.7096131501431888, 0.317689073604954]","[-0.07108791468172564, -0.5665219693941669, -0.059148729925095754, -1.934336643921286, -0.08538555237216378, 1.7160124671204506, 0.3003318540966693]"
single_block,0.0,1,26,26,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,4.288400006771553,"[-0.07108791468172564, -0.5665219693941669, -0.059148729925095754, -1.934336643921286, -0.08538555237216378, 1.7160124671204506, 0.3003318540966693]","[-0.07108791468172564, -0.5665219693941669, -0.059148729925095754, -1.934336643921286, -0.08538555237216378, 1.7160124671204506, 0.3003318540966693]","[-0.07383139791796131, -0.5594394017015166, -0.061435547475912754, -1.922170735629517, -0.08868374394120178, 1.7224310922056836, 0.2829083272150368]"
single_block,0.0,1,27,27,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,4.287900002964307,"[-0.07383139791796131, -0.5594394017015166, -0.061435547475912754, -1.922170735629517, -0.08868374394120178, 1.7224310922056836, 0.2829083272150368]","[-0.07383139791796131, -0.5594394017015166, -0.061435547475912754, -1.922170735629517, -0.08868374394120178, 1.7224310922056836, 0.2829083272150368]","[-0.07657121303582058, -0.552365368134766, -0.06371357148352043, -1.909986549446217, -0.09198261103712434, 1.728862672853585, 0.26545853483143395]"
single_block,0.0,1,28,28,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,4.619200000888668,"[-0.07657121303582058, -0.552365368134766, -0.06371357148352043, -1.909986549446217, -0.09198261103712434, 1.728862672853585, 0.26545853483143395]","[-0.07657121303582058, -0.552365368134766, -0.06371357148352043, -1.909986549446217, -0.09198261103712434, 1.728862672853585, 0.26545853483143395]","[-0.07930546099432102, -0.5453158004542933, -0.0659849526527293, -1.8978203873456845, -0.09527138981372961, 1.7352682675574453, 0.24810638919636538]"
single_block,0.0,1,29,29,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,4.347900001448579,"[-0.07930546099432102, -0.5453158004542933, -0.0659849526527293, -1.8978203873456845, -0.09527138981372961, 1.7352682675574453, 0.24810638919636538]","[-0.07930546099432102, -0.5453158004542933, -0.0659849526527293, -1.8978203873456845, -0.09527138981372961, 1.7352682675574453, 0.24810638919636538]","[-0.08204161071441764, -0.5382607477969383, -0.06825609541854716, -1.8856408607706223, -0.09856735787508963, 1.7416880635243492, 0.23068925479859903]"
single_block,0.0,1,30,30,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,5.479499995999504,"[-0.08204161071441764, -0.5382607477969383, -0.06825609541854716, -1.8856408607706223, -0.09856735787508963, 1.7416880635243492, 0.23068925479859903]","[-0.08204161071441764, -0.5382607477969383, -0.06825609541854716, -1.8856408607706223, -0.09856735787508963, 1.7416880635243492, 0.23068925479859903]","[-0.08477787041885589, -0.5312068388561775, -0.07053101927385577, -1.8734755701868486, -0.10185725580956631, 1.7480941497666695, 0.21333153333394486]"
single_block,0.0,1,31,31,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,5.353200001991354,"[-0.08477787041885589, -0.5312068388561775, -0.07053101927385577, -1.8734755701868486, -0.10185725580956631, 1.7480941497666695, 0.21333153333394486]","[-0.08477787041885589, -0.5312068388561775, -0.07053101927385577, -1.8734755701868486, -0.10185725580956631, 1.7480941497666695, 0.21333153333394486]","[-0.08751836325479181, -0.5241361271581715, -0.07281125331982806, -1.8613006350426102, -0.10515458638695892, 1.754515843028756, 0.19590780246771697]"
single_block,0.0,1,32,32,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,4.9450000005890615,"[-0.08751836325479181, -0.5241361271581715, -0.07281125331982806, -1.8613006350426102, -0.10515458638695892, 1.754515843028756, 0.19590780246771697]","[-0.08751836325479181, -0.5241361271581715, -0.07281125331982806, -1.8613006350426102, -0.10515458638695892, 1.754515843028756, 0.19590780246771697]","[-0.09026140864268861, -0.5170549570445101, -0.07509599672549175, -1.8491217038769816, -0.10845415279339546, 1.760946178177502, 0.17845812875524195]"
single_block,0.0,1,33,33,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,4.48560000222642,"[-0.09026140864268861, -0.5170549570445101, -0.07509599672549175, -1.8491217038769816, -0.10845415279339546, 1.760946178177502, 0.17845812875524195]","[-0.09026140864268861, -0.5170549570445101, -0.07509599672549175, -1.8491217038769816, -0.10845415279339546, 1.760946178177502, 0.17845812875524195]","[-0.09300131850475625, -0.5099868658217084, -0.07737935009609892, -1.836969401741342, -0.11174433314951278, 1.7673476397512313, 0.16110626293926475]"
single_block,0.0,1,34,34,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,4.204899996693712,"[-0.09300131850475625, -0.5099868658217084, -0.07737935009609892, -1.836969401741342, -0.11174433314951278, 1.7673476397512313, 0.16110626293926475]","[-0.09300131850475625, -0.5099868658217084, -0.07737935009609892, -1.836969401741342, -0.11174433314951278, 1.7673476397512313, 0.16110626293926475]","[-0.09574172952786311, -0.5029117597010601, -0.07965994823748855, -1.8248040373268986, -0.11504146147695703, 1.7737632650619384, 0.1436893568744729]"
single_block,0.0,1,35,35,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,4.536799999186769,"[-0.09574172952786311, -0.5029117597010601, -0.07965994823748855, -1.8248040373268986, -0.11504146147695703, 1.7737632650619384, 0.1436893568744729]","[-0.09574172952786311, -0.5029117597010601, -0.07965994823748855, -1.8248040373268986, -0.11504146147695703, 1.7737632650619384, 0.1436893568744729]","[-0.09847866419437883, -0.4958461433948885, -0.08193678002210247, -1.8126473085966799, -0.1183317700681866, 1.7801668182483839, 0.1263317073454934]"
single_block,0.0,1,36,36,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,5.9236000015516765,"[-0.09847866419437883, -0.4958461433948885, -0.08193678002210247, -1.8126473085966799, -0.1183317700681866, 1.7801668182483839, 0.1263317073454934]","[-0.09847866419437883, -0.4958461433948885, -0.08193678002210247, -1.8126473085966799, -0.1183317700681866, 1.7801668182483839, 0.1263317073454934]","[-0.10121692935226957, -0.48877464217438144, -0.08421274723761701, -1.800472800920913, -0.12162877188271731, 1.7865883835802474, 0.10890789743857432]"
single_block,0.0,1,37,37,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,5.0428000031388365,"[-0.10121692935226957, -0.48877464217438144, -0.08421274723761701, -1.800472800920913, -0.12162877188271731, 1.7865883835802474, 0.10890789743857432]","[-0.10121692935226957, -0.48877464217438144, -0.08421274723761701, -1.800472800920913, -0.12162877188271731, 1.7865883835802474, 0.10890789743857432]","[-0.10395683007150681, -0.48170175990584296, -0.08649095428445525, -1.788288099627152, -0.12492767422477224, 1.7930203990223128, 0.09145808416923261]"
single_block,0.0,1,38,38,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,4.624300003342796,"[-0.10395683007150681, -0.48170175990584296, -0.08649095428445525, -1.788288099627152, -0.12492767422477224, 1.7930203990223128, 0.09145808416923261]","[-0.10395683007150681, -0.48170175990584296, -0.08649095428445525, -1.788288099627152, -0.12492767422477224, 1.7930203990223128, 0.09145808416923261]","[-0.10669485996147386, -0.474645255858597, -0.08876990004317391, -1.7761278749962104, -0.12821729277206992, 1.7994240985076682, 0.07410611480583557]"
single_block,0.0,1,39,39,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,4.507099998591002,"[-0.10669485996147386, -0.474645255858597, -0.08876990004317391, -1.7761278749962104, -0.12821729277206992, 1.7994240985076682, 0.07410611480583557]","[-0.10669485996147386, -0.474645255858597, -0.08876990004317391, -1.7761278749962104, -0.12821729277206992, 1.7994240985076682, 0.07410611480583557]","[-0.10943536311627666, -0.467579479966471, -0.09105018772528599, -1.7639554118241876, -0.13151418033110945, 1.8058418250511856, 0.05668917497170911]"
single_block,0.0,1,40,40,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,4.1665000026114285,"[-0.10943536311627666, -0.467579479966471, -0.09105018772528599, -1.7639554118241876, -0.13151418033110945, 1.8058418250511856, 0.05668917497170911]","[-0.10943536311627666, -0.467579479966471, -0.09105018772528599, -1.7639554118241876, -0.13151418033110945, 1.8058418250511856, 0.05668917497170911]","[-0.11217383455505629, -0.4605177481667907, -0.09332971918214195, -1.751796016758736, -0.13480464817640153, 1.812246136288456, 0.039331576120328594]"
single_block,0.0,1,41,41,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,4.458399998839013,"[-0.11217383455505629, -0.4605177481667907, -0.09332971918214195, -1.751796016758736, -0.13480464817640153, 1.812246136288456, 0.039331576120328594]","[-0.11217383455505629, -0.4605177481667907, -0.09332971918214195, -1.751796016758736, -0.13480464817640153, 1.812246136288456, 0.039331576120328594]","[-0.11491386989762012, -0.45344419217914883, -0.09560926446251347, -1.7396228453805758, -0.13810197105060218, 1.8186673170774623, 0.021907839928605583]"
single_block,0.0,1,42,42,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,4.419099997903686,"[-0.11491386989762012, -0.45344419217914883, -0.09560926446251347, -1.7396228453805758, -0.13810197105060218, 1.8186673170774623, 0.021907839928605583]","[-0.11491386989762012, -0.45344419217914883, -0.09560926446251347, -1.7396228453805758, -0.13810197105060218, 1.8186673170774623, 0.021907839928605583]","[-0.11765474641476918, -0.44636546371756824, -0.0978897334593205, -1.727442496280507, -0.14140118712856176, 1.8250980679757287, 0.004458087132534305]"
single_block,0.0,1,43,43,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,4.524199997831602,"[-0.11765474641476918, -0.44636546371756824, -0.0978897334593205, -1.727442496280507, -0.14140118712856176, 1.8250980679757287, 0.004458087132534305]","[-0.11765474641476918, -0.44636546371756824, -0.0978897334593205, -1.727442496280507, -0.14140118712856176, 1.8250980679757287, 0.004458087132534305]","[-0.12039252839720732, -0.4393026221660498, -0.1001684698954468, -1.7152870726324647, -0.14469091975429033, 1.831500294654025, -0.012893870201124974]"
single_block,0.0,1,44,44,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,4.623499997251201,"[-0.12039252839720732, -0.4393026221660498, -0.1001684698954468, -1.7152870726324647, -0.14469091975429033, 1.831500294654025, -0.012893870201124974]","[-0.12039252839720732, -0.4393026221660498, -0.1001684698954468, -1.7152870726324647, -0.14469091975429033, 1.831500294654025, -0.012893870201124974]","[-0.12313197411362073, -0.43223229008316655, -0.10244703540939538, -1.703117314375137, -0.14798771697331933, 1.8379173559429893, -0.03031085115539444]"
single_block,0.0,1,45,45,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,4.977500000677537,"[-0.12313197411362073, -0.43223229008316655, -0.10244703540939538, -1.703117314375137, -0.14798771697331933, 1.8379173559429893, -0.03031085115539444]","[-0.12313197411362073, -0.43223229008316655, -0.10244703540939538, -1.703117314375137, -0.14798771697331933, 1.8379173559429893, -0.03031085115539444]","[-0.12586937817274127, -0.4251697080450071, -0.10472453758282206, -1.6909585565269638, -0.15127805124377322, 1.8443215622114482, -0.04766849248273433]"
single_block,0.0,1,46,46,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,6.153199996333569,"[-0.12586937817274127, -0.4251697080450071, -0.10472453758282206, -1.6909585565269638, -0.15127805124377322, 1.8443215622114482, -0.04766849248273433]","[-0.12586937817274127, -0.4251697080450071, -0.10472453758282206, -1.6909585565269638, -0.15127805124377322, 1.8443215622114482, -0.04766849248273433]","[-0.128608881893694, -0.41809831024914046, -0.10700299668779396, -1.6787837194922144, -0.15457524785042906, 1.8507432650698599, -0.06509225892763798]"
single_block,0.0,1,47,47,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,4.184799996437505,"[-0.128608881893694, -0.41809831024914046, -0.10700299668779396, -1.6787837194922144, -0.15457524785042906, 1.8507432650698599, -0.06509225892763798]","[-0.128608881893694, -0.41809831024914046, -0.10700299668779396, -1.6787837194922144, -0.15457524785042906, 1.8507432650698599, -0.06509225892763798]","[-0.13134991661569814, -0.4110234978261758, -0.10928358885804268, -1.6666008830365586, -0.1578744310677632, 1.8571746898378063, -0.08254200796965717]"
single_block,0.0,1,48,48,1,guarded,scripted_non_learned_reference,False,,False,False,0.0,0.0,0.0,0,0,4.933500000333879,"[-0.13134991661569814, -0.4110234978261758, -0.10928358885804268, -1.6666008830365586, -0.1578744310677632, 1.8571746898378063, -0.08254200796965717]","[-0.13134991661569814, -0.4110234978261758, -0.10928358885804268, -1.6666008830365586, -0.1578744310677632, 1.8571746898378063, -0.08254200796965717]","[-0.13408830488148224, -0.40396425150293347, -0.11156315910417336, -1.6544433202329452, -0.16116417880822098, 1.863577381258182, -0.09989394179681355]"
