schema_version,episode_id,pair_id,condition_order,task_suite,task_id,episode_index,mode,latency_source,replan_steps,latency_steps,query_index,observation_step,response_step,observation_captured_monotonic_ns,policy_call_started_monotonic_ns,policy_call_finished_monotonic_ns,response_ready_monotonic_ns,clock_trace_complete,observation_age_ms,inference_latency_ms,response_delivery_elapsed_ms,policy_inference_latency_ms,server_inference_latency_ms,response_jitter_requested_ms,jitter_key_sha256,completed_controller_steps,simulated_catchup_steps,action_chunk_steps,measured_stale_steps,action_offset_steps,selected_stop_step,available_suffix_steps,deadline_exceeded,horizon_overrun,age_refresh_index,fallback_hold_steps,alignment_disposition,alignment_reason,accepted,decision,rejection_reasons,position_mismatch_m,orientation_mismatch_rad,gripper_mismatch_linf,error_stage,error_type,error_message
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_000__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_000/h_05/l_000,0,libero_spatial,0,0,async_unguarded,measured_wall,5,0,10,88,90,13430037914411,13430040434400,13430121009705,13430161158994,True,123.2445830009965,80.57530500082066,40.149288999600685,58.32220599950233,79.83882299959077,40.0,24939b7598ba35f5559dd0b53031b460e88a7062ff655d18c7657f39885cca1f,2,2,10,3,0,8,7,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,position_mismatch,0.021423336706386433,0.030264663662455425,8.611226718933137e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_000__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_000/h_05/l_000,0,libero_spatial,0,0,async_unguarded,measured_wall,5,0,11,95,96,13430326757581,13430329335414,13430409786193,13430409838054,True,83.080472999427,80.45077899987518,0.05186099951970391,58.25258000004396,79.75799199994071,0.0,67c6823a746847c4b384e1dfe11b3016ea9225a7171047a7f9c645e174514b42,1,1,10,2,0,7,8,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,,0.009617696529779457,0.014423029989378677,0.004013694596066119,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_000__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_000/h_05/l_000,0,libero_spatial,0,0,async_unguarded,measured_wall,5,0,12,101,104,13430551417395,13430554004513,13430634407408,13430714577902,True,163.1605069997022,80.40289500058861,80.17049399859388,58.356919998914236,79.6235110010457,80.0,8891209a582bc082ddf291675aac2173adc66822483f81dfec617b1699f4de63,3,3,10,4,0,9,6,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,position_mismatch,0.04198596425731404,0.030283705529747303,0.005336181091415017,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_000__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_000/h_05/l_000,0,libero_spatial,0,0,async_unguarded,measured_wall,5,0,13,109,110,13430964799063,13430967388678,13431048036750,13431048095696,True,83.29663299991807,80.64807200025825,0.05894599962630309,57.97622099998989,79.81089799977781,0.0,e2a86ec24aa7d3b89aab6e9bc7c406e7d6adb55b3b5d8955b33bbccb7ba01f85,1,1,10,2,0,7,8,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,,0.0019632978440469492,0.030433843465844924,8.735331113636502e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_000__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_000/h_05/l_000,0,libero_spatial,0,0,async_unguarded,measured_wall,5,0,14,115,117,13431245226760,13431247867604,13431327848418,13431367983643,True,122.75688299996546,79.98081400000956,40.13522500099498,58.135430999755044,79.14234400050191,40.0,ebde436cfb40117dcdbd942d3b8227767ea161e231867cc37a3f3a382d76fbb5,2,2,10,3,0,8,7,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,,0.00272592323160107,0.0036310012068463066,0.008979633907217024,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_000__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_000/h_05/l_000,0,libero_spatial,0,0,async_unguarded,measured_wall,5,0,15,122,125,13431566427187,13431569034170,13431649235586,13431729403773,True,162.97658600160503,80.20141599990893,80.16818700161821,58.13020499954291,79.48024899997108,80.0,983101606e670ffa3e9ed1922735f21c3de52abde121461c40801851a49772f9,3,3,10,4,0,9,6,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,,0.008433720702597049,0.03437732641703133,0.004028724049667986,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_000__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_000/h_05/l_000,0,libero_spatial,0,0,async_unguarded,measured_wall,5,0,16,130,131,13431939149171,13431941807030,13432022394319,13432022443670,True,83.29449899974861,80.58728899959533,0.04935099968861323,58.118148999710684,79.8692549997213,0.0,0243d85f2c52219cd8e9bfd284576e78c4aa10979c641331cea966417d38c5db,1,1,10,2,0,7,8,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,,0.009299041135622547,0.017926745021693058,1.444363811392178e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_000__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_000/h_05/l_000,0,libero_spatial,0,0,async_unguarded,measured_wall,5,0,17,136,140,13432173922345,13432176509055,13432257020486,13432417276848,True,243.35450299986405,80.51143100055924,160.25636199992732,58.35440800001379,79.64179000009608,160.0,638bcb375d1101eb3e6703bb1f6d021d6fbed193657566ed078ec2cd8b696b76,4,4,10,5,0,10,5,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,position_mismatch,0.04927527422877536,0.04154533114882413,6.659910437362658e-06,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_000__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_000/h_05/l_000,0,libero_spatial,0,0,async_unguarded,measured_wall,5,0,18,145,146,13432645546873,13432648257201,13432728899196,13432728948337,True,83.40146400041704,80.6419949985866,0.049141000999952666,58.12993300060043,79.69158400010201,0.0,8fbc4e565aa89ac87f0702e628e81cb24122aec1d29a2a97ccf048a6372a2292,1,1,10,2,0,7,8,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,position_mismatch,0.010204138880882518,0.01638393851187889,7.045048589730124e-07,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_000__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_000/h_05/l_000,0,libero_spatial,0,0,async_unguarded,measured_wall,5,0,19,151,155,13432879093397,13432881745295,13432962908800,13433123156471,True,244.06307400022342,81.16350499949476,160.24767099952442,58.403167999131256,80.32271500087518,160.0,2c4f44bd4c39ad4b4c4baf04a2619027f64b17daa3e02bfb28c37632e1395470,4,4,10,5,0,10,5,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,position_mismatch,0.039697450708268245,0.043297215100557215,1.921153331568403e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_000__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_000/h_05/l_000,0,libero_spatial,0,0,async_unguarded,measured_wall,5,0,20,160,162,13433344405653,13433347108339,13433427405778,13433587649547,True,243.2438939995336,80.29743900078756,160.24376899986237,58.151955001449096,79.41357600066112,160.0,5d0bee52c92a3dd70b80e7bf0bd0fe8cff1fba763094c7e9221a553313457660,4,2,10,5,0,10,5,False,False,0,0,terminal_before_dispatch,success_during_inference_delay,False,success_during_inference_delay,,0.023587641556046247,0.025420746122417823,0.0016841653264581253,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_000__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_000/h_05/l_000,1,libero_spatial,0,0,latency_aligned,measured_wall,5,0,0,10,13,13435077984970,13435080637799,13435162892416,13435243098938,True,165.11396799978684,82.25461700021697,80.20652199957112,58.396841001012945,81.1604280006577,80.0,bce55c59cfa71ae6279a8208b3dca297c795f8126872548cb30ea496ef9a629e,3,3,10,4,4,9,6,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,,4.966944680786989e-05,0.0010952664283941137,0.00023800676258036585,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_000__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_000/h_05/l_000,1,libero_spatial,0,0,latency_aligned,measured_wall,5,0,1,18,21,13435432842669,13435435395901,13435516039734,13435596227067,True,163.38439799983462,80.64383300006739,80.18733300013992,58.03491299957386,79.73041300101613,80.0,861ce11114ad9e5a68e8768aa9460a5e4d988c97d2ee9be3ae9938fe18a532a3,3,3,10,4,4,9,6,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.03807749173041517,0.023314001574257257,0.0001033992541246212,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_000__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_000/h_05/l_000,1,libero_spatial,0,0,latency_aligned,measured_wall,5,0,2,26,29,13435785493249,13435787969235,13435869374679,13435949552530,True,164.05928099993616,81.40544399975624,80.17785100128094,58.22354200063273,80.657546999646,80.0,cc52448f7b3c6fc696c0eb2d22f532037304d6bd99528f8edcb3051179224538,3,3,10,4,4,9,6,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.04031108064900991,0.011941600236208346,7.67261212162168e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_000__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_000/h_05/l_000,1,libero_spatial,0,0,latency_aligned,measured_wall,5,0,3,34,38,13436139673096,13436142213843,13436222975851,13436383227256,True,243.55415999889374,80.76200799951039,160.25140499914414,58.36384600115707,80.03905300029146,160.0,b4c5fb7a6056cbd32ecdb7fecd3774d4bd404e501de14f84f1654963eeff3376,4,4,10,5,5,10,5,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.047458395099963586,0.032586824761858264,6.731129783469486e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_000__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_000/h_05/l_000,1,libero_spatial,0,0,latency_aligned,measured_wall,5,0,4,43,47,13436594951553,13436597495956,13436677897035,13436838148823,True,243.19727000147395,80.40107899978466,160.25178800009598,58.02890999984811,79.68357299978379,160.0,881ef09b23d266af18680006e00674c715485ccabd007227d573de1e6b3b974e,4,4,10,5,5,10,5,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.05244138290448632,0.04608899439433377,4.6328248965853136e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_000__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_000/h_05/l_000,1,libero_spatial,0,0,latency_aligned,measured_wall,5,0,5,52,54,13437061386295,13437063897879,13437145063026,13437185211308,True,123.82501300089643,81.16514700122934,40.148281999790925,58.10638600087259,80.4317029997037,40.0,3b3c78f95c5020e90cafa5fc3a93c8b7fea99c61c0964d772d178a4bc382db98,2,2,10,3,3,8,7,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,,0.002503802376246625,0.01649385293006465,0.009539745967658879,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_000__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_000/h_05/l_000,1,libero_spatial,0,0,latency_aligned,measured_wall,5,0,6,59,62,13437365904314,13437368483786,13437448876446,13437529046691,True,163.14237699953082,80.39266000014322,80.17024499895342,58.18091699984507,79.71206699949107,80.0,66e859a36a93ee0e546e2a69ddc94d2b8b56ef7fcdf0a3b26ee21f1f63dc37d9,3,3,10,4,4,9,6,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.025317076254862958,0.04876125963524024,0.0008300390706334182,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_000__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_000/h_05/l_000,1,libero_spatial,0,0,latency_aligned,measured_wall,5,0,7,67,71,13437718448942,13437720962257,13437800994727,13437961247615,True,242.79867299992475,80.03246999942348,160.25288799937698,58.2201970009919,79.34575600120297,160.0,ad219f706a082a6b789c40bbc538c6388282bb809b66ae070a29d509412ceb29,4,4,10,5,5,10,5,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.011482391016105075,0.051490102925336526,0.00015143766306807954,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_000__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_000/h_05/l_000,1,libero_spatial,0,0,latency_aligned,measured_wall,5,0,8,76,77,13438173890442,13438176434291,13438257234019,13438257281799,True,83.39135700043698,80.79972800078394,0.04778000038641039,58.1569429996307,80.1345969994145,0.0,cc55fc72099d41f861d4ff54e998c90923d2e9d5fe044cc46aded768350d4685,1,1,10,2,2,7,8,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.013557787000995832,0.012633392895613594,0.004698032580806056,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_000__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_000/h_05/l_000,1,libero_spatial,0,0,latency_aligned,measured_wall,5,0,9,82,83,13438400547484,13438403056439,13438485167918,13438485218974,True,84.67148999989149,82.11147899964999,0.05105600030219648,57.955696000135504,81.34249700015062,0.0,2200c634f53a63e48d38baa51c86eb9169969cd0ef2350668e1c9ea7189bad1c,1,1,10,2,2,7,8,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,,0.009944347893405512,0.012318948379015269,0.0009090244409643844,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_000__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_000/h_05/l_000,1,libero_spatial,0,0,latency_aligned,measured_wall,5,0,10,88,90,13438651938516,13438654499915,13438734916177,13438775056166,True,123.11764999867592,80.41626200065366,40.139988999726484,57.94071200034523,79.756716000702,40.0,24939b7598ba35f5559dd0b53031b460e88a7062ff655d18c7657f39885cca1f,2,2,10,3,3,8,7,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.0117275553691409,0.02481025818702842,0.009424954291298358,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_000__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_000/h_05/l_000,1,libero_spatial,0,0,latency_aligned,measured_wall,5,0,11,95,96,13438957176308,13438959704042,13439040647830,13439040696558,True,83.52025000021968,80.94378799978585,0.04872800127486698,58.0870199992205,80.26611400055117,0.0,67c6823a746847c4b384e1dfe11b3016ea9225a7171047a7f9c645e174514b42,1,1,10,2,2,7,8,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.012254987816875751,0.018285591577766692,1.3819841337618047e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_000__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_000/h_05/l_000,1,libero_spatial,0,0,latency_aligned,measured_wall,5,0,12,101,104,13439189584399,13439192134927,13439272441520,13439352604049,True,163.01964999911434,80.30659299947729,80.16252900051768,58.31515399950149,79.6004849999008,80.0,8891209a582bc082ddf291675aac2173adc66822483f81dfec617b1699f4de63,3,3,10,4,4,9,6,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.03269485437072746,0.0475659063855296,2.0340787891943296e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_000__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_000/h_05/l_000,1,libero_spatial,0,0,latency_aligned,measured_wall,5,0,13,109,110,13439555728551,13439558249401,13439638116020,13439638165253,True,82.43670199954067,79.86661900031322,0.049233000027015805,58.08017200070026,79.14857099967776,0.0,e2a86ec24aa7d3b89aab6e9bc7c406e7d6adb55b3b5d8955b33bbccb7ba01f85,1,1,10,2,2,7,8,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.010209714718547515,0.0063860143478922686,3.255252913413921e-06,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_001__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_001/h_05/l_000,2,libero_spatial,0,1,latency_aligned,measured_wall,5,0,0,10,11,13440994717761,13440997375115,13441079485803,13441079557010,True,84.83924900065176,82.11068800119392,0.07120699956431054,58.36626900054398,80.95412500006205,0.0,e26e72f367a721bc17d6d660d1e7053a3772d2e03b201d5dcaa70da97203887c,1,1,10,2,2,7,8,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,,2.1664271606491273e-05,0.0005390338577681765,0.0001228916333865515,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_001__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_001/h_05/l_000,2,libero_spatial,0,1,latency_aligned,measured_wall,5,0,1,16,18,13441218555831,13441221190921,13441303182386,13441343333238,True,124.77740699978312,81.99146500010102,40.15085199898749,58.106473999941954,81.17557100013073,40.0,d857130ae3e20469bcb53a4030b6a460c6f518aa2230f143c1e1382878a1dc6f,2,2,10,3,3,8,7,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.022411980712476864,0.014088692389603254,7.731919859142733e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_001__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_001/h_05/l_000,2,libero_spatial,0,1,latency_aligned,measured_wall,5,0,2,23,24,13441504576247,13441507116012,13441588137293,13441588193119,True,83.61687199976586,81.02128099926631,0.055825999879743904,58.364835000247695,80.11995100059721,0.0,79b1d63a36d1a84c7facd5f4926dfd300c33b2d7de5679b80ce5fe0cdc7745b8,1,1,10,2,2,7,8,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.012850037532408714,0.0085967140809597,2.9950411353230066e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_001__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_001/h_05/l_000,2,libero_spatial,0,1,latency_aligned,measured_wall,5,0,3,29,30,13441727327200,13441729870366,13441809681490,13441809735221,True,82.40802100044675,79.81112400011625,0.053731000662082806,57.98193099872151,79.09758499954478,0.0,614ac28d8b2dc39090c743a34fda26dd869a77ae0b3e510466925381175b8d5d,1,1,10,2,2,7,8,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.015217292671794804,0.005064731248455581,2.330871109097049e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_001__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_001/h_05/l_000,2,libero_spatial,0,1,latency_aligned,measured_wall,5,0,4,35,39,13441949252387,13441951779954,13442031569820,13442191816869,True,242.56448200139857,79.78986599846394,160.24704900155484,57.97523599903798,79.09814300001017,160.0,7c738f1b45ede053c4eb3afa39c216ae5fc0cac37b1200570863fdcaa41fa04c,4,4,10,5,5,10,5,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.04747711078689931,0.027872238947037144,6.421872148221208e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_001__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_001/h_05/l_000,2,libero_spatial,0,1,latency_aligned,measured_wall,5,0,5,44,47,13442398713967,13442401246719,13442481505060,13442561670391,True,162.956423999276,80.2583409986255,80.16533100089873,58.1133960004081,79.55316500010667,80.0,8893880493162c7e1ef7ff1e6e659eee78f1ae04ad8cc48d2502da440cb6edd8,3,3,10,4,4,9,6,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.041346585873723085,0.014239147158899323,3.622151045796357e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_001__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_001/h_05/l_000,2,libero_spatial,0,1,latency_aligned,measured_wall,5,0,6,52,53,13442748203956,13442750747087,13442831265068,13442831314967,True,83.11101099934604,80.51798099950247,0.049898999350261874,58.20945000050415,79.82896100111248,0.0,fe8aa5d7c2fa7928aee0268e49768b60e3385d62ad2492953525bdf455ce49b2,1,1,10,2,2,7,8,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,,0.0024250890225407337,0.007040133266262809,0.00471155485998187,,,
