schema_version,episode_id,pair_id,condition_order,task_suite,task_id,episode_index,mode,latency_source,replan_steps,latency_steps,query_index,observation_step,response_step,observation_captured_monotonic_ns,policy_call_started_monotonic_ns,policy_call_finished_monotonic_ns,response_ready_monotonic_ns,clock_trace_complete,observation_age_ms,inference_latency_ms,response_delivery_elapsed_ms,policy_inference_latency_ms,server_inference_latency_ms,response_jitter_requested_ms,jitter_key_sha256,completed_controller_steps,simulated_catchup_steps,action_chunk_steps,measured_stale_steps,action_offset_steps,selected_stop_step,available_suffix_steps,deadline_exceeded,horizon_overrun,age_refresh_index,fallback_hold_steps,alignment_disposition,alignment_reason,accepted,decision,rejection_reasons,position_mismatch_m,orientation_mismatch_rad,gripper_mismatch_linf,error_stage,error_type,error_message
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_005__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_005/h_05/l_000,1,libero_spatial,0,5,latency_aligned,measured_wall,5,0,7,66,70,17491903635402,17491906148373,17491987760841,17492147996384,True,244.3609820002166,81.61246799863875,160.23554300045362,58.27836300159106,80.68561499749194,160.0,4e51f15ca07bb49b7fc6b07301f1756f7ccd71d04df9d3a505b21ddc7a3f21a6,4,4,10,5,5,10,5,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.04470012774249532,0.0657506649614484,5.770676201136745e-06,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_005__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_005/h_05/l_000,1,libero_spatial,0,5,latency_aligned,measured_wall,5,0,8,75,79,17492377715140,17492380227383,17492462030158,17492622263984,True,244.5488440025656,81.8027749992325,160.23382600178593,58.3582449980895,80.84478700038744,160.0,8101bca90c5bca5bba19f3cb2fd5aa7b3bc79c7cf1772ec82a0012a173fe8355,4,4,10,5,5,10,5,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.043101902471432696,0.057492261013882454,2.8902298690714444e-06,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_006__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_006/h_05/l_000,2,libero_spatial,0,6,latency_aligned,measured_wall,5,0,0,10,11,17494073968497,17494076553047,17494161508151,17494161563569,True,87.59507200011285,84.95510399734485,0.05541800055652857,58.509806000074605,83.25545100160525,0.0,369c90d0b9c26d9446fd40aa5461a0d0cb0773d237e1a50d9c5793eb511028f0,1,1,10,2,2,7,8,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,,0.00010041009060306368,0.0005499228735153153,0.00012250839297951038,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_006__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_006/h_05/l_000,2,libero_spatial,0,6,latency_aligned,measured_wall,5,0,1,16,19,17494308976239,17494311632586,17494393590475,17494473764482,True,164.78824300065753,81.95788900047773,80.17400700191502,58.59842199788545,80.89507200202206,80.0,bcc3fc165b84edb2c4bbad40ee75462e1156e3241d03e428735b1e69b4c7a563,3,3,10,4,4,9,6,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.036790680063819484,0.025936457785008887,0.00011008265566036374,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_006__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_006/h_05/l_000,2,libero_spatial,0,6,latency_aligned,measured_wall,5,0,2,24,27,17494668613739,17494671144622,17494753015939,17494833178494,True,164.56475499944645,81.87131700105965,80.16255499751423,58.363297997857444,80.87082099882537,80.0,c8eff8f4537032eaeb2ced1135fa7093ea36cb340bbcc840e9df30182dcdafd1,3,3,10,4,4,9,6,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.038687623574071434,0.016025636430680418,8.762897401331377e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_006__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_006/h_05/l_000,2,libero_spatial,0,6,latency_aligned,measured_wall,5,0,3,32,34,17495030336329,17495032955413,17495114758043,17495154890469,True,124.55413999850862,81.80263000031118,40.13242599830846,58.43273699792917,80.83764399998472,40.0,3f4faa7c2d707ad19aa842b4bb8c335a7f0be9eec80182043ed1158ee4d05907,2,2,10,3,3,8,7,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.02241635030207354,0.012179029568272983,4.129377253552641e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_006__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_006/h_05/l_000,2,libero_spatial,0,6,latency_aligned,measured_wall,5,0,4,39,40,17495324893953,17495327462390,17495409508320,17495409552247,True,84.65829400302027,82.0459300011862,0.04392700066091493,58.35925999781466,80.99966400186531,0.0,a0c70446dd8d31046e5d8fa73022bc9f104553419755b350382a650e1a48b866,1,1,10,2,2,7,8,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.013062413048383015,0.008200969979680164,1.4698575721908136e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_006__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_006/h_05/l_000,2,libero_spatial,0,6,latency_aligned,measured_wall,5,0,5,45,46,17495551572965,17495554166918,17495635436691,17495635479401,True,83.9064360006887,81.26977300344151,0.04270999852451496,58.13582499831682,80.31937299892888,0.0,1527562a0c865b4876ba8df6ac807d124d99f8ec98f47ee054646343d7d3be8f,1,1,10,2,2,7,8,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.01279489017636661,0.006763830208710363,1.1963216206237193e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_006__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_006/h_05/l_000,2,libero_spatial,0,6,latency_aligned,measured_wall,5,0,6,51,52,17495780594200,17495783091402,17495865230275,17495865271693,True,84.67749299961724,82.13887300007627,0.04141799945500679,58.56054199830396,81.19438100038678,0.0,fc018c8abd29a0d0264acc736b8de2054e8326c391eb55fb9533da07b7f49188,1,1,10,2,2,7,8,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,,0.0011113601881537981,0.011141613882901387,0.004710552543878685,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_006__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_006/h_05/l_000,2,libero_spatial,0,6,latency_aligned,measured_wall,5,0,7,57,61,17496020860648,17496023375540,17496105614481,17496265851629,True,244.9909809984092,82.23894099864992,160.23714800030575,58.394313000462716,81.20751100068446,160.0,b75812f293feaa43e18cfa19a433c942576867505c0ea346fe5f7fab6f43a250,4,4,10,5,5,10,5,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.033688029401548,0.06673661364024723,0.0010261415840189232,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_006__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_006/h_05/l_000,2,libero_spatial,0,6,latency_aligned,measured_wall,5,0,8,66,69,17496497350310,17496499846913,17496581292874,17496661456066,True,164.10575599729782,81.44596100100898,80.16319199668942,58.309044001362054,80.44755899754819,80.0,b63b16c46b6f4e02e041e56d6910721891cf38c9ccb5c330aeb3260c5e925222,3,3,10,4,4,9,6,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.037494354867784956,0.039229087131403106,4.491296933843486e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_006__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_006/h_05/l_000,2,libero_spatial,0,6,latency_aligned,measured_wall,5,0,9,74,75,17496853966999,17496856453428,17496938016213,17496938057552,True,84.09055300217005,81.56278499882319,0.0413390007452108,58.53085299895611,80.65818099930766,0.0,c246cd97b1856e109e774f5ce87f403b930f99d08eaf57d67846171faaad1f04,1,1,10,2,2,7,8,False,False,0,0,execute,fresh_suffix_available,True,accepted_measured_latency_aligned,position_mismatch,0.01031909785225203,0.01696041092252876,3.3399662297418226e-06,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_006__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_006/h_05/l_000,3,libero_spatial,0,6,async_unguarded,measured_wall,5,0,0,10,11,17498348612901,17498351120627,17498435864762,17498435927956,True,87.31505499963532,84.7441349978908,0.06319400199572556,58.374906999233644,83.12363599907258,0.0,369c90d0b9c26d9446fd40aa5461a0d0cb0773d237e1a50d9c5793eb511028f0,1,1,10,2,0,7,8,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,,0.00010041009060306368,0.0005499228735153153,0.00012250839297951038,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_006__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_006/h_05/l_000,3,libero_spatial,0,6,async_unguarded,measured_wall,5,0,1,16,19,17498578375646,17498580912601,17498663055915,17498743210804,True,164.83515800064197,82.14331400085939,80.1548890012782,58.41051599782077,80.99483799742302,80.0,bcc3fc165b84edb2c4bbad40ee75462e1156e3241d03e428735b1e69b4c7a563,3,3,10,4,0,9,6,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,position_mismatch,0.030391836089038605,0.02670630239302664,0.00011334305025631486,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_006__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_006/h_05/l_000,3,libero_spatial,0,6,async_unguarded,measured_wall,5,0,2,24,27,17498931363984,17498933935384,17499015776303,17499095938127,True,164.574143000209,81.84091899966006,80.16182400024263,58.23099800181808,80.85284000117099,80.0,c8eff8f4537032eaeb2ced1135fa7093ea36cb340bbcc840e9df30182dcdafd1,3,3,10,4,0,9,6,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,position_mismatch,0.038796151872215336,0.021348794708451746,8.550048149971734e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_006__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_006/h_05/l_000,3,libero_spatial,0,6,async_unguarded,measured_wall,5,0,3,32,34,17499284074478,17499286633722,17499368077237,17499408191807,True,124.11732900000061,81.44351499868208,40.1145700016059,58.375781001814175,80.4998239982524,40.0,3f4faa7c2d707ad19aa842b4bb8c335a7f0be9eec80182043ed1158ee4d05907,2,2,10,3,0,8,7,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,position_mismatch,0.027255314543507273,0.0064833772047182825,4.500770387638048e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_006__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_006/h_05/l_000,3,libero_spatial,0,6,async_unguarded,measured_wall,5,0,4,39,40,17499571616184,17499574130516,17499656456887,17499656499057,True,84.88287300133379,82.32637100081774,0.04216999877826311,58.55965099908644,81.33102899955702,0.0,a0c70446dd8d31046e5d8fa73022bc9f104553419755b350382a650e1a48b866,1,1,10,2,0,7,8,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,position_mismatch,0.010682820353698249,0.0031276415881761597,1.612047324824062e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_006__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_006/h_05/l_000,3,libero_spatial,0,6,async_unguarded,measured_wall,5,0,5,45,46,17499796074382,17499798574858,17499880075156,17499880117998,True,84.04361599968979,81.50029800162883,0.042841998947551474,58.17178500001319,80.50648400239879,0.0,1527562a0c865b4876ba8df6ac807d124d99f8ec98f47ee054646343d7d3be8f,1,1,10,2,0,7,8,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,position_mismatch,0.011994956263086104,0.004665039489019775,1.1492934523772702e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_006__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_006/h_05/l_000,3,libero_spatial,0,6,async_unguarded,measured_wall,5,0,6,51,52,17500025346477,17500027812719,17500110470043,17500110514959,True,85.16848200088134,82.65732400104753,0.04491599975153804,58.109188998059835,81.62806199834449,0.0,fc018c8abd29a0d0264acc736b8de2054e8326c391eb55fb9533da07b7f49188,1,1,10,2,0,7,8,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,position_mismatch,0.013515013977678153,0.01488604520748286,1.082586181497952e-05,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_006__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_006/h_05/l_000,3,libero_spatial,0,6,async_unguarded,measured_wall,5,0,7,57,61,17500257125021,17500259697713,17500341548836,17500501787443,True,244.66242200287525,81.85112299906905,160.2386070007924,58.55740300103207,80.93597399783903,160.0,b75812f293feaa43e18cfa19a433c942576867505c0ea346fe5f7fab6f43a250,4,4,10,5,0,10,5,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,,0.0077658355365939685,0.03885962988555839,0.01708168335568422,,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_006__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_006/h_05/l_000,3,libero_spatial,0,6,async_unguarded,measured_wall,5,0,8,66,69,17500775882301,17500778400676,17500859883491,17500940048032,True,164.1657309992297,81.4828149996174,80.16454099924886,58.335467998404056,80.53385899984278,80.0,b63b16c46b6f4e02e041e56d6910721891cf38c9ccb5c330aeb3260c5e925222,3,3,10,4,0,9,6,False,False,0,0,not_applied,async_unguarded,True,accepted_unguarded,position_mismatch,0.010903633054151318,0.03882533901223465,0.00015015071815264146,,,
