triplet_id,source_artifact,pair_id,task_suite,task_id,episode_index,sampling_seed,initial_state_sha256,overlap_unconditioned_condition_order,overlap_unconditioned_success,overlap_unconditioned_policy_queries,overlap_unconditioned_scored_transition_queries,overlap_unconditioned_seam_motion_l2,overlap_unconditioned_seam_gripper_abs,projected_overlap_condition_order,projected_overlap_success,projected_overlap_policy_queries,projected_overlap_scored_transition_queries,projected_overlap_seam_motion_l2,projected_overlap_seam_gripper_abs,rtc_guided_overlap_condition_order,rtc_guided_overlap_success,rtc_guided_overlap_policy_queries,rtc_guided_overlap_scored_transition_queries,rtc_guided_overlap_seam_motion_l2,rtc_guided_overlap_seam_gripper_abs,projected_overlap_success_difference,projected_overlap_seam_motion_l2_difference,projected_overlap_seam_gripper_abs_difference,rtc_guided_overlap_success_difference,rtc_guided_overlap_seam_motion_l2_difference,rtc_guided_overlap_seam_gripper_abs_difference
libero_10__task_01__episode_02__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_01__episode_02,libero_10,1,2,20260806,1ec7767b9f514513414cc3c03e55d762c5bc32b0e3e5ae41f6d08bb15ca042d2,1,1,52,51,0.13020194566571244,0.041835769718768546,2,1,52,51,0.11111925692096644,0.15931701075796986,0,1,50,49,0.1141840189657345,0.08412543486575691,0,-0.019082688744746,0.11748124103920132,0,-0.01601792669997794,0.04228966514698836
libero_10__task_01__episode_02__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_01__episode_02,libero_10,1,2,20260807,1ec7767b9f514513414cc3c03e55d762c5bc32b0e3e5ae41f6d08bb15ca042d2,1,1,68,67,0.209448286165386,0.2405518987285557,2,1,49,48,0.10077220156866436,0.04318678999940554,0,1,51,50,0.1052612435258925,0.041787033081054685,0,-0.10867608459672164,-0.19736510872915017,0,-0.1041870426394935,-0.198764865647501
libero_10__task_01__episode_03__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_01__episode_03,libero_10,1,3,20260806,185b39ffa8a46282739b26dc52726959f79b60cf95603e36f219a4338f217a3e,0,1,63,62,0.17949930704649417,0.163455831427728,1,1,63,62,0.10569255444551667,0.034970572879237515,2,1,50,49,0.08924245864761118,0.08364292431850823,0,-0.0738067526009775,-0.12848525854849047,0,-0.09025684839888298,-0.07981290710921976
libero_10__task_01__episode_03__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_01__episode_03,libero_10,1,3,20260807,185b39ffa8a46282739b26dc52726959f79b60cf95603e36f219a4338f217a3e,0,1,50,49,0.11770062100104227,0.002051352238168522,1,1,51,50,0.105100293494761,0.04157035231590271,2,1,50,49,0.10909347741731576,0.0025814625681663044,0,-0.012600327506281275,0.03951900007773419,0,-0.00860714358372651,0.0005301103299977824
libero_10__task_01__episode_04__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_01__episode_04,libero_10,1,4,20260806,365814b6a54f5018ec1ab2170cada0bdfd77117b76d73b756a1465d093d0069d,2,1,51,50,0.1200255400687456,0.04239848971366882,0,1,52,51,0.12209633863804971,0.041633112757813694,1,1,50,49,0.10518517318580832,0.002349761067604532,0,0.0020707985693041026,-0.0007653769558551293,0,-0.014840366882937286,-0.04004872864606429
libero_10__task_01__episode_04__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_01__episode_04,libero_10,1,4,20260807,365814b6a54f5018ec1ab2170cada0bdfd77117b76d73b756a1465d093d0069d,2,1,52,51,0.14815672881462993,0.04172172733381683,0,1,52,51,0.10105851153824844,0.11917412164164524,1,1,60,59,0.11982344687616421,0.0366126733311152,0,-0.0470982172763815,0.07745239430782841,0,-0.028333281938465724,-0.005109054002701625
libero_10__task_01__episode_05__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_01__episode_05,libero_10,1,5,20260806,86d4f90595b546f403e8561410cacf4115546fbddcde5aee2b8923bd71505562,1,1,50,49,0.12508798177753175,0.043223222907708615,2,1,50,49,0.09977755349661623,0.0025122299486277054,0,1,60,59,0.14004748971280406,0.03635399220353466,0,-0.025310428280915523,-0.04071099295908091,0,0.014959507935272315,-0.006869230704173952
libero_10__task_01__episode_05__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_01__episode_05,libero_10,1,5,20260807,86d4f90595b546f403e8561410cacf4115546fbddcde5aee2b8923bd71505562,1,1,50,49,0.14957781223466202,0.001935856682913644,2,1,51,50,0.12002384155988693,0.0418097460269928,0,1,50,49,0.1156902410165996,0.042991814564685434,0,-0.029553970674775082,0.03987388934407916,0,-0.03388757121806242,0.04105595788177179
libero_10__task_01__episode_06__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_01__episode_06,libero_10,1,6,20260806,f12cc1f5a49bffc33cbb843046143acccc36873af2e1b29fae86d1645fef5195,0,1,50,49,0.12541948715034795,0.04292947783762095,1,1,51,50,0.10283801514655351,0.04281361222267151,2,1,60,59,0.11758710625502518,0.06938333531557503,0,-0.022581472003794442,-0.00011586561494944525,0,-0.007832380895322774,0.026453857477954076
libero_10__task_01__episode_06__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_01__episode_06,libero_10,1,6,20260807,f12cc1f5a49bffc33cbb843046143acccc36873af2e1b29fae86d1645fef5195,0,1,51,50,0.1274419730901718,0.002062152624130249,1,1,50,49,0.09692466739869239,0.04297968197842034,2,1,51,50,0.11347927540540695,0.002253592014312744,0,-0.03051730569147941,0.040917529354290084,0,-0.013962697684764852,0.0001914393901824951
libero_10__task_02__episode_02__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_02__episode_02,libero_10,2,2,20260806,ecdca27a89e6f2661f96eb2ef380fc8caf1e22c6093c68e1bab2de6eb06a3576,2,1,49,48,0.10189352844220896,0.08601205175121625,0,1,52,51,0.07905890708606617,0.04157774121153588,1,1,49,48,0.09003425051923841,0.08534490565458934,0,-0.022834621356142795,-0.04443431053968037,0,-0.011859277922970549,-0.0006671460966269083
libero_10__task_02__episode_02__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_02__episode_02,libero_10,2,2,20260807,ecdca27a89e6f2661f96eb2ef380fc8caf1e22c6093c68e1bab2de6eb06a3576,2,1,50,49,0.10469765664667499,0.002818882465362549,0,1,48,47,0.08259853478917416,0.04452679765985367,1,1,50,49,0.08186886145980382,0.0027780642314833037,0,-0.022099121857500834,0.04170791519449112,0,-0.02282879518687117,-4.0818233879245155e-05
libero_10__task_02__episode_03__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_02__episode_03,libero_10,2,3,20260806,96049a7c047bb6d83f64cfdb341600487f2596fb2b5cfc18d10df53d3f25c52d,1,1,50,49,0.09414983000986431,0.08408768687929426,2,1,49,48,0.07660026896822576,0.04431757082541784,0,1,51,50,0.08599155528470874,0.12266602635383606,0,-0.017549561041638545,-0.03977011605387642,0,-0.008158274725155568,0.0385783394745418
libero_10__task_02__episode_03__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_02__episode_03,libero_10,2,3,20260807,96049a7c047bb6d83f64cfdb341600487f2596fb2b5cfc18d10df53d3f25c52d,1,1,51,50,0.10117296809330582,0.04229880452156067,2,1,49,48,0.08253366137311484,0.04350279768308004,0,1,50,49,0.08585616609803876,0.002014099335183903,0,-0.018639306720190985,0.0012039931615193677,0,-0.015316801995267068,-0.04028470518637677
libero_10__task_02__episode_04__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_02__episode_04,libero_10,2,4,20260806,654e352436e201bdd07b2305ff7ea0ac08024df99629f9e3c3facf833f650065,0,1,50,49,0.08220005518167603,0.08390074238485219,1,1,45,44,0.08245276134799827,0.047708300026980316,2,1,47,46,0.08513309191102567,0.08896213122036147,0,0.0002527061663222391,-0.036192442357871876,0,0.0029330367293496362,0.005061388835509273
libero_10__task_02__episode_04__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_02__episode_04,libero_10,2,4,20260807,654e352436e201bdd07b2305ff7ea0ac08024df99629f9e3c3facf833f650065,0,1,43,42,0.09417590232832092,0.04969334034692673,1,1,45,44,0.07986300019547343,0.047619311646981674,2,1,45,44,0.07837752695195377,0.047689068046483124,0,-0.014312902132847485,-0.002074028699945059,0,-0.01579837537636715,-0.002004272300443609
libero_10__task_02__episode_05__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_02__episode_05,libero_10,2,5,20260806,6e4019da6e8db4a3aa56a19a7d29091ed8389e239f23efe2e7e39e6eaa8b3d6c,2,1,47,46,0.10020247409525125,0.0022745145403820534,0,1,45,44,0.07930013082328845,0.04741675068031658,1,1,48,47,0.07496274928463266,0.04475625905584782,0,-0.020902343271962803,0.045142236139934525,0,-0.02523972481061859,0.04248174451546577
libero_10__task_02__episode_05__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_02__episode_05,libero_10,2,5,20260807,6e4019da6e8db4a3aa56a19a7d29091ed8389e239f23efe2e7e39e6eaa8b3d6c,2,1,47,46,0.0958634507437439,0.04557256724523461,0,1,45,44,0.08198551727797497,0.047758558934385124,1,1,48,47,0.07880226623742505,0.0020115641837424422,0,-0.013877933465768932,0.0021859916891505127,0,-0.017061184506318855,-0.043561003061492166
libero_10__task_02__episode_06__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_02__episode_06,libero_10,2,6,20260806,19d59141a36095d6be0742a7f22b0b79824fc17cf057677ea1d540ddaa5e527f,1,1,49,48,0.09188844783542056,0.04433044915397962,2,1,49,48,0.07895655538110684,0.04416378835837046,0,1,58,57,0.09038633021542378,0.10742289141604774,0,-0.012931892454313726,-0.00016666079560916092,0,-0.0015021176199967873,0.06309244226206812
libero_10__task_02__episode_06__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_02__episode_06,libero_10,2,6,20260807,19d59141a36095d6be0742a7f22b0b79824fc17cf057677ea1d540ddaa5e527f,1,1,55,54,0.10459738412733983,0.002904056398956864,2,0,105,104,0.1309132430380067,0.21309399318236572,0,0,105,104,0.12182901377001634,0.07145831733942032,-1,0.02631585891066686,0.21018993678340886,-1,0.017231629642676508,0.06855426094046345
libero_10__task_03__episode_02__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_03__episode_02,libero_10,3,2,20260806,f80097fd66ed0808638e753c2400ec014c7cd9e07f18024c7f1cdc2165cebb4c,0,1,54,53,0.13441702937883027,0.07745194547581223,1,1,69,68,0.11439774662037105,0.11943692144225626,2,1,55,54,0.12725487008207925,0.14979554216066995,0,-0.02001928275845921,0.04198497596644403,0,-0.007162159296751014,0.07234359668485772
libero_10__task_03__episode_02__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_03__episode_02,libero_10,3,2,20260807,f80097fd66ed0808638e753c2400ec014c7cd9e07f18024c7f1cdc2165cebb4c,0,1,55,54,0.12432488419667438,0.07623175117704603,1,1,56,55,0.10125924230299213,0.07444396560842341,2,1,54,53,0.09912860894329706,0.0774336704668009,0,-0.02306564189368225,-0.0017877855686226213,0,-0.025196275253377323,0.0012019192897548686
libero_10__task_03__episode_03__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_03__episode_03,libero_10,3,3,20260806,03eeddcc7775499fc08bdc5fe416106c0f312f01ec2ccff78276f549b9423283,2,1,45,44,0.09564495950259945,0.047913997010751205,0,1,45,44,0.08010006746785207,0.0026881437410007825,1,1,44,43,0.08110365410183751,0.0024225822714872137,0,-0.015544892034747376,-0.04522585326975042,0,-0.014541305400761942,-0.04549141473926399
libero_10__task_03__episode_03__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_03__episode_03,libero_10,3,3,20260807,03eeddcc7775499fc08bdc5fe416106c0f312f01ec2ccff78276f549b9423283,2,1,42,41,0.11684511592838823,0.0019129267553003823,0,1,43,42,0.07029525864691961,0.04995317544255938,1,1,44,43,0.07685519583783178,0.09496785596359608,0,-0.04654985728146861,0.048040248687259,0,-0.03998992009055645,0.0930549292082957
libero_10__task_03__episode_04__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_03__episode_04,libero_10,3,4,20260806,e02cb66df86fce5b1f57cc77f769c03974d2f61201ab318b76ae4937f2783ac6,1,1,44,43,0.10267133798536866,0.0027065970176874204,2,1,45,44,0.0702549413439225,0.002376210960474881,0,1,45,44,0.07629747023086318,0.0024871663613752885,0,-0.03241639664144616,-0.0003303860572125392,0,-0.02637386775450548,-0.00021943065631213187
libero_10__task_03__episode_04__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_03__episode_04,libero_10,3,4,20260807,e02cb66df86fce5b1f57cc77f769c03974d2f61201ab318b76ae4937f2783ac6,1,1,45,44,0.0827594230861657,0.04744726690379056,2,1,45,44,0.07022397226484661,0.047568753361701965,0,1,46,45,0.07346938610490826,0.04671631786558363,0,-0.012535450821319086,0.00012148645791140722,0,-0.009290036981257438,-0.0007309490382069253
libero_10__task_03__episode_05__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_03__episode_05,libero_10,3,5,20260806,0faae0a5e717ea453a6b62c35e41eed40e8af890ab71a770e18df77546775833,0,1,44,43,0.11282632491269777,0.04860751712045004,1,1,44,43,0.07974054337327563,0.002204233823820602,2,1,44,43,0.08455515457966993,0.002321477546248325,0,-0.03308578153942214,-0.04640328329662944,0,-0.02827117033302784,-0.046286039574201715
libero_10__task_03__episode_05__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_03__episode_05,libero_10,3,5,20260807,0faae0a5e717ea453a6b62c35e41eed40e8af890ab71a770e18df77546775833,0,1,43,42,0.10025571113718408,0.04915196838833037,1,1,43,42,0.07380427872495991,0.049414633285431636,2,1,42,41,0.07324775617297102,0.05071486496343845,0,-0.02645143241222417,0.00026266489710126406,0,-0.027007954964213057,0.0015628965751080803
libero_10__task_03__episode_06__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_03__episode_06,libero_10,3,6,20260806,9a9952103cf06991361e50b406689bcfe9a183b0e54d901cf38fa791c74fd28c,2,1,44,43,0.0862535673171975,0.002738104310146598,0,1,44,43,0.06655655812125566,0.049004316329956055,1,1,44,43,0.07959042424552662,0.002636102742927019,0,-0.019697009195941834,0.046266212019809454,0,-0.006663143071670874,-0.00010200156721957903
libero_10__task_03__episode_06__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_03__episode_06,libero_10,3,6,20260807,9a9952103cf06991361e50b406689bcfe9a183b0e54d901cf38fa791c74fd28c,2,1,43,42,0.08067196119754087,0.001997374352954683,0,1,44,43,0.07121109836843124,0.048712593178416405,1,1,44,43,0.07552407603970794,0.048292922419171,0,-0.009460862829109629,0.04671521882546172,0,-0.005147885157832932,0.046295548066216316
libero_10__task_04__episode_02__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_04__episode_02,libero_10,4,2,20260806,4a783f20a71b6d4e9f6a4fd2751010bcf59d530795d4dc6f1d51dfa12267c460,1,0,105,104,0.17874295889543226,0.060527168214321136,2,1,43,42,0.08078988370973439,0.00454391326223101,0,0,105,104,0.09951878215472859,0.041261799060381375,1,-0.09795307518569787,-0.055983254952090125,0,-0.07922417674070367,-0.01926536915393976
libero_10__task_04__episode_02__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_04__episode_02,libero_10,4,2,20260807,4a783f20a71b6d4e9f6a4fd2751010bcf59d530795d4dc6f1d51dfa12267c460,1,1,44,43,0.08533304492228252,0.005186075387999069,2,1,46,45,0.07867675647139549,0.09112556510501438,0,1,45,44,0.07535127393732016,0.09350391816009175,0,-0.006656288450887032,0.08593948971701532,0,-0.009981770984962363,0.08831784277209268
libero_10__task_04__episode_03__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_04__episode_03,libero_10,4,3,20260806,e9c55fe9a89fdcc31bf0499534174676b9ea88475da15ea9d6974b155653ba82,0,1,46,45,0.09260158861676852,0.0023704674508836536,1,1,46,45,0.0793764991271827,0.09120555188920763,2,1,46,45,0.07846545930951834,0.002180578973558214,0,-0.013225089489585826,0.08883508443832398,0,-0.014136129307250181,-0.00018988847732543963
libero_10__task_04__episode_03__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_04__episode_03,libero_10,4,3,20260807,e9c55fe9a89fdcc31bf0499534174676b9ea88475da15ea9d6974b155653ba82,0,1,45,44,0.08683451095765288,0.04747315428473733,1,1,46,45,0.08054996964832146,0.046373995145161946,2,1,46,45,0.08192510195076466,0.002111274666256375,0,-0.006284541309331412,-0.0010991591395753814,0,-0.004909409006888216,-0.045361879618480955
libero_10__task_04__episode_04__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_04__episode_04,libero_10,4,4,20260806,950a29f08d591e6e5896cf403fbfbb0b443cf6c9850f6f66eb9105bfe9c09baf,2,1,48,47,0.08311061176689381,0.04486769818245096,0,1,48,47,0.06968706509375826,0.12939416220847597,1,1,51,50,0.08114040838554501,0.08237241744995118,0,-0.013423546673135556,0.08452646402602501,0,-0.0019702033813488035,0.037504719267500215
libero_10__task_04__episode_04__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_04__episode_04,libero_10,4,4,20260807,950a29f08d591e6e5896cf403fbfbb0b443cf6c9850f6f66eb9105bfe9c09baf,2,1,50,49,0.0926516001892029,0.08379881479302231,0,1,48,47,0.07236883737780947,0.04470708522390812,1,1,53,52,0.07114777945053692,0.07917351332994607,0,-0.020282762811393434,-0.03909172956911419,0,-0.021503820738665982,-0.004625301463076242
libero_10__task_04__episode_05__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_04__episode_05,libero_10,4,5,20260806,41b72a58c8844d803359bd4b68b067012eaea5874aa65594fa1168fb9d8b1e77,1,1,45,44,0.09723194131881675,0.04805977778001265,2,1,45,44,0.0834800968666307,0.09321047636595639,0,1,45,44,0.08669516228308732,0.047341986136002975,0,-0.013751844452186052,0.04515069858594374,0,-0.01053677903572943,-0.0007177916440096743
libero_10__task_04__episode_05__sampling_seed_20260807,evidence/pi05_rtc_overlap_primary_v3_seed_20260807_001/evaluation#sampling_seed=20260807,libero_10__task_04__episode_05,libero_10,4,5,20260807,41b72a58c8844d803359bd4b68b067012eaea5874aa65594fa1168fb9d8b1e77,1,1,46,45,0.07290009249829583,0.04714207781685723,2,1,52,51,0.07994636224911493,0.0418926804673438,0,1,52,51,0.09235801158801597,0.041966079496869854,0,0.007046269750819095,-0.005249397349513435,0,0.019457919089720138,-0.005175998319987378
libero_10__task_04__episode_06__sampling_seed_20260806,evidence/pi05_rtc_overlap_primary_v3_seed_20260806_001/evaluation#sampling_seed=20260806,libero_10__task_04__episode_06,libero_10,4,6,20260806,e955bec6e6940c9ec99083a085ac1248f16f7740f6340021fdf0cd9de473fba9,0,1,56,55,0.12268006181852384,0.038631931218233974,1,1,56,55,0.10127188118005341,0.08478923819281838,2,1,54,53,0.0900866652856458,0.040094454333467304,0,-0.021408180638470428,0.0461573069745844,0,-0.032593396532878044,0.0014625231152333301
