schema_version,episode_id,pair_id,task_suite,task_id,episode_index,mode,replan_steps,latency_steps,fixed_refresh_interval,query_index,observation_step,response_step,inference_latency_ms,policy_inference_latency_ms,server_inference_latency_ms,injected_latency_steps_requested,injected_latency_steps_executed,action_chunk_steps,accepted,decision,rejection_reasons,position_mismatch_m,orientation_mismatch_rad,gripper_mismatch_linf,error_stage,error_type,error_message
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,async_unguarded,5,4,,14,136,140,83.19221299825585,58.33622699719854,82.12385300066671,4,4,10,True,accepted_unguarded,position_mismatch,0.01649551889954247,0.045261461350491916,0.0004024278741831366,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,async_unguarded,5,4,,15,145,149,82.10489300108748,58.21778300014557,81.10611200027051,4,4,10,True,accepted_unguarded,position_mismatch,0.04227776966546391,0.09484691824430078,0.0001381859690603826,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,async_unguarded,5,4,,16,154,158,82.31456599969533,58.168640000076266,81.19851800074684,4,4,10,True,accepted_unguarded,position_mismatch,0.052274488344319026,0.03663986733580608,0.018662683515095986,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,async_unguarded,5,4,,17,163,167,82.24546299970825,58.116861000598874,81.19889600129682,4,4,10,True,accepted_unguarded,position_mismatch,0.037969172059878355,0.06742388967269536,0.0022431420385244163,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,async_unguarded,5,4,,18,172,176,80.98571500158869,58.01837800026988,79.93026500116684,4,4,10,True,accepted_unguarded,,0.0037366520328138246,0.03319470512436009,0.017929556878624697,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,async_unguarded,5,4,,19,181,185,81.47236500008148,58.028687999467365,80.4533820009965,4,4,10,True,accepted_unguarded,position_mismatch,0.01913440474253985,0.06985583801776718,0.004336492779135077,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,async_unguarded,5,4,,20,190,194,81.56903599956422,58.003681999252876,80.59787900128867,4,4,10,True,accepted_unguarded,position_mismatch,0.04942630043392844,0.07646498212093233,0.00018043867775217447,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,async_unguarded,5,4,,21,199,203,81.55250699928729,58.02655200022855,80.53584200024488,4,4,10,True,accepted_unguarded,position_mismatch,0.03855317584102528,0.05663451475850234,0.000344786910133987,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,async_unguarded,5,4,,22,208,212,81.01553099913872,57.95828400005121,80.04761000120197,4,4,10,True,accepted_unguarded,position_mismatch,0.0452316983200156,0.05261923489534109,0.00017389465080817467,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,async_unguarded,5,4,,23,217,221,82.70507999986876,58.31060600030469,81.69528800135595,4,4,10,True,accepted_unguarded,position_mismatch,0.021795234102467934,0.009726790994677279,0.0031014603393491056,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,async_unguarded,5,4,,24,226,230,82.20837699991534,58.10351000036462,81.1545139986265,4,4,10,False,step_budget_exhausted_during_delay,,0.0157296991772599,0.05115685279261255,0.0017461512214810276,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__state_guard,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,state_guard,5,4,,0,10,14,84.18863500264706,58.49212699831696,82.68649599995115,4,4,10,True,accepted_state_guard,,0.00015065190695018733,0.000576751291468205,0.000282933846381464,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__state_guard,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,state_guard,5,4,,1,19,23,82.28229300220846,58.20151899752091,81.41179999802262,4,4,10,False,rejected_state_mismatch,position_mismatch,0.021345038865879646,0.013267225571690529,0.00013093903506425364,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__state_guard,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,state_guard,5,4,,2,23,27,82.54349100025138,58.16641999990679,81.64717600084259,4,4,10,True,accepted_state_guard,,0.0071422661656679685,0.016181281280544236,0.00011715378282189243,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__state_guard,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,state_guard,5,4,,3,32,36,82.44884299710975,58.10922200180357,81.53926800150657,4,4,10,False,rejected_state_mismatch,position_mismatch,0.051172525039042405,0.01571876094467176,7.855531994544612e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__state_guard,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,state_guard,5,4,,4,36,40,82.2589000017615,58.24684199978947,81.4491300006921,4,4,10,False,rejected_state_mismatch,position_mismatch,0.017729574709558906,0.03029799998401549,7.620716247551396e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__state_guard,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,state_guard,5,4,,5,40,44,79.43765799791436,55.9506239987968,78.41573299810989,4,4,10,True,accepted_state_guard,,0.008299067298143436,0.0038453901854629533,5.7347675511673635e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__state_guard,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,state_guard,5,4,,6,49,53,79.49465999990935,56.01283900250564,78.60809799967683,4,4,10,False,rejected_state_mismatch,position_mismatch,0.06319506358027563,0.03884989101884839,3.511526044641666e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__state_guard,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,state_guard,5,4,,7,53,57,79.32850399811286,56.04532399956952,78.51060800021514,4,4,10,False,rejected_state_mismatch,position_mismatch,0.01617597699111688,0.0230580335755604,3.380123823219089e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__state_guard,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,state_guard,5,4,,8,57,61,78.64099300059024,55.976501000259304,77.79357499748585,4,4,10,True,accepted_state_guard,,0.007587614142321322,0.008164928437365436,3.0559362515378274e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__state_guard,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,state_guard,5,4,,9,66,70,78.51879699956044,55.85255899859476,77.73095399898011,4,4,10,False,rejected_state_mismatch,position_mismatch,0.05004211958613973,0.0355611574994765,2.4013914842017925e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__state_guard,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,state_guard,5,4,,10,70,74,78.05222900060471,55.83704300079262,77.2919400005776,4,4,10,False,rejected_state_mismatch,position_mismatch,0.01680689634475913,0.04345715935812036,1.6606818495489006e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__state_guard,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,state_guard,5,4,,11,74,78,80.20767400012119,56.00926900297054,79.30078999925172,4,4,10,True,accepted_state_guard,,0.007252868324162631,0.006389757010232964,1.371895055397171e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__state_guard,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,state_guard,5,4,,12,83,87,80.38303600187646,56.128920001356164,79.40629299991997,4,4,10,True,accepted_state_guard,,0.007250532236012798,0.02224320309558949,0.018953985449124834,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__state_guard,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,state_guard,5,4,,13,92,96,80.19558899832191,56.0030189990357,79.12812100039446,4,4,10,False,rejected_state_mismatch,position_mismatch,0.017743334575736187,0.05615387376026482,0.00011996977575914588,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__state_guard,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,state_guard,5,4,,14,96,100,79.51529799902346,56.06369900124264,78.47596599822282,4,4,10,True,accepted_state_guard,,0.004347976842621982,0.036722502248548186,5.5997997729012594e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__state_guard,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,state_guard,5,4,,15,105,109,79.38734400158864,56.0174320016813,78.50462900023558,4,4,10,False,rejected_state_mismatch,position_mismatch,0.0428607530196933,0.07285843583834305,3.666144745243568e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__state_guard,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,state_guard,5,4,,16,109,113,81.61497800028883,58.11473399808165,80.57802899929811,4,4,10,False,rejected_state_mismatch,position_mismatch,0.013495767471656822,0.06505127554201727,2.973457484646471e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__state_guard,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,state_guard,5,4,,17,113,117,81.7599820002215,57.98485100240214,80.68628000182798,4,4,10,True,accepted_state_guard,,0.008058365125152945,0.018364321241218,2.6719920743297713e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__state_guard,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,state_guard,5,4,,18,122,126,81.24895799846854,57.99768799988669,80.2794230003201,4,4,10,False,rejected_state_mismatch,position_mismatch,0.03619169432507422,0.07927978633406033,3.051097345815445e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__state_guard,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,state_guard,5,4,,19,126,130,80.93000699955155,57.93781600004877,79.83627599969623,4,4,10,False,rejected_state_mismatch,position_mismatch,0.013475385053295312,0.024316720776190504,2.4159015313233046e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__state_guard,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,state_guard,5,4,,20,130,134,80.56049600054394,57.965836000221316,79.64237299893284,4,4,10,True,accepted_state_guard,,0.00696254225876053,0.01475156070720917,2.5871963480402892e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__state_guard,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,state_guard,5,4,,21,139,143,83.06686899959459,57.96478699994623,82.0396349990915,4,4,10,False,rejected_state_mismatch,position_mismatch,0.04480975578609227,0.022097592981779865,3.280915993932173e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__state_guard,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,state_guard,5,4,,22,143,147,82.90336500067497,58.00964800073416,82.06417999826954,4,4,10,False,rejected_state_mismatch,position_mismatch,0.01735980846552192,0.057957041380786056,3.934588979187222e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_045__h_05__l_004__state_guard,libero_spatial/task_000/episode_045/h_05/l_004,libero_spatial,0,45,state_guard,5,4,,23,147,151,83.463117996871,58.10487499911687,82.5191129988525,4,4,10,False,rejected_state_mismatch,position_mismatch,0.010709345996113579,0.013214144690112865,3.250421595050535e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_046__h_05__l_004__state_guard,libero_spatial/task_000/episode_046/h_05/l_004,libero_spatial,0,46,state_guard,5,4,,0,10,14,85.80773400171893,58.516952998616034,84.39412699954119,4,4,10,True,accepted_state_guard,,0.0004712317761619365,0.002773569058078586,0.000282857172313071,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_046__h_05__l_004__state_guard,libero_spatial/task_000/episode_046/h_05/l_004,libero_spatial,0,46,state_guard,5,4,,1,19,23,82.4792970015551,58.20735000088462,81.44774800166488,4,4,10,False,rejected_state_mismatch,position_mismatch,0.03774118646727089,0.017542372294345025,0.00013615319472674858,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_046__h_05__l_004__state_guard,libero_spatial/task_000/episode_046/h_05/l_004,libero_spatial,0,46,state_guard,5,4,,2,23,27,82.37631500014686,58.1588710010692,81.50529300110065,4,4,10,False,rejected_state_mismatch,position_mismatch,0.012725518736167417,0.02726593978699657,0.00012403514825098938,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_046__h_05__l_004__state_guard,libero_spatial/task_000/episode_046/h_05/l_004,libero_spatial,0,46,state_guard,5,4,,3,27,31,81.95458599948324,58.03312199714128,81.01157800047076,4,4,10,True,accepted_state_guard,,0.005291527278160446,0.0018073374913619084,9.673448497211218e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_046__h_05__l_004__state_guard,libero_spatial/task_000/episode_046/h_05/l_004,libero_spatial,0,46,state_guard,5,4,,4,36,40,83.164322997618,58.27260200021556,81.86887799820397,4,4,10,False,rejected_state_mismatch,position_mismatch,0.05317076419952744,0.017398550312805284,6.595075068378808e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_046__h_05__l_004__state_guard,libero_spatial/task_000/episode_046/h_05/l_004,libero_spatial,0,46,state_guard,5,4,,5,40,44,81.87658899987582,58.125048999499995,80.89600600214908,4,4,10,False,rejected_state_mismatch,position_mismatch,0.017569385005506477,0.03060248489689239,6.702683671282184e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_046__h_05__l_004__state_guard,libero_spatial/task_000/episode_046/h_05/l_004,libero_spatial,0,46,state_guard,5,4,,6,44,48,80.70865199988475,58.01446600162308,79.77587300047162,4,4,10,True,accepted_state_guard,,0.008583367004845757,0.0034007580838171228,5.035948591006201e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_046__h_05__l_004__state_guard,libero_spatial/task_000/episode_046/h_05/l_004,libero_spatial,0,46,state_guard,5,4,,7,53,57,81.58932700098376,58.018663999973796,80.60517099875142,4,4,10,False,rejected_state_mismatch,position_mismatch,0.0484747450423535,0.02115537169589461,3.270392103116998e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_046__h_05__l_004__state_guard,libero_spatial/task_000/episode_046/h_05/l_004,libero_spatial,0,46,state_guard,5,4,,8,57,61,81.35974499964505,58.02387500079931,80.42049299911014,4,4,10,True,accepted_state_guard,,0.008990932272030502,0.013299968378347786,2.8737536802381225e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_046__h_05__l_004__state_guard,libero_spatial/task_000/episode_046/h_05/l_004,libero_spatial,0,46,state_guard,5,4,,9,66,70,81.1490159976529,57.92664700129535,80.26744399830932,4,4,10,False,rejected_state_mismatch,position_mismatch,0.05081101894830697,0.048071293084241205,2.2252137487743795e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_046__h_05__l_004__state_guard,libero_spatial/task_000/episode_046/h_05/l_004,libero_spatial,0,46,state_guard,5,4,,10,70,74,80.52826400307822,57.95856999975513,79.7678109993285,4,4,10,False,rejected_state_mismatch,position_mismatch,0.013906867152509484,0.030848778576017716,1.5715322529363807e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_046__h_05__l_004__state_guard,libero_spatial/task_000/episode_046/h_05/l_004,libero_spatial,0,46,state_guard,5,4,,11,74,78,78.79715600211057,56.80695600312902,78.0432989995461,4,4,10,True,accepted_state_guard,,0.0045553008838482,0.005986782224047739,1.4905733176202862e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_046__h_05__l_004__state_guard,libero_spatial/task_000/episode_046/h_05/l_004,libero_spatial,0,46,state_guard,5,4,,12,83,87,78.50500799759175,55.966419000469614,77.67122799850767,4,4,10,True,accepted_state_guard,,0.0035969573567827752,0.022320001291777775,0.018677774631924892,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_046__h_05__l_004__state_guard,libero_spatial/task_000/episode_046/h_05/l_004,libero_spatial,0,46,state_guard,5,4,,13,92,96,80.54627900128253,56.095416002790444,79.73198899708223,4,4,10,False,rejected_state_mismatch,position_mismatch,0.01798071763554085,0.03390337803047937,0.00042804399981860586,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_046__h_05__l_004__state_guard,libero_spatial/task_000/episode_046/h_05/l_004,libero_spatial,0,46,state_guard,5,4,,14,96,100,80.52164299806464,56.1344800007646,79.55929300078424,4,4,10,True,accepted_state_guard,,0.004267229822518603,0.024666203359992783,0.0003867374863353139,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_046__h_05__l_004__state_guard,libero_spatial/task_000/episode_046/h_05/l_004,libero_spatial,0,46,state_guard,5,4,,15,105,109,82.20299300228362,56.40999100069166,81.00044899765635,4,4,10,False,rejected_state_mismatch,position_mismatch,0.047506470009838854,0.058955723925722056,0.0005083381148136539,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_046__h_05__l_004__state_guard,libero_spatial/task_000/episode_046/h_05/l_004,libero_spatial,0,46,state_guard,5,4,,16,109,113,80.35123300214764,56.15016299998388,79.35861299847602,4,4,10,False,rejected_state_mismatch,position_mismatch,0.015244612717698308,0.0548578986780541,0.0005796263799268736,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_046__h_05__l_004__state_guard,libero_spatial/task_000/episode_046/h_05/l_004,libero_spatial,0,46,state_guard,5,4,,17,113,117,79.84028999999282,55.93976299860515,78.96748400162323,4,4,10,True,accepted_state_guard,,0.00762097933879566,0.012394670988560431,0.0020254297097160217,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_046__h_05__l_004__state_guard,libero_spatial/task_000/episode_046/h_05/l_004,libero_spatial,0,46,state_guard,5,4,,18,122,126,80.74619000035455,57.95775500155287,80.01934699859703,4,4,10,False,rejected_state_mismatch,position_mismatch,0.05356963967102258,0.07718900634672736,0.00010938323557885179,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_046__h_05__l_004__state_guard,libero_spatial/task_000/episode_046/h_05/l_004,libero_spatial,0,46,state_guard,5,4,,19,126,130,80.88355800282443,57.89899799856357,80.08689000052982,4,4,10,False,rejected_state_mismatch,position_mismatch,0.01347276627234098,0.03310492686010327,6.748238337424143e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_046__h_05__l_004__state_guard,libero_spatial/task_000/episode_046/h_05/l_004,libero_spatial,0,46,state_guard,5,4,,20,130,134,81.11255800031358,57.96537100104615,80.3725879995909,4,4,10,True,accepted_state_guard,,0.006151371215523294,0.01819187772579596,5.562729811528586e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_046__h_05__l_004__state_guard,libero_spatial/task_000/episode_046/h_05/l_004,libero_spatial,0,46,state_guard,5,4,,21,139,140,83.19484100138652,58.22421800257871,81.93795799888903,4,1,10,False,success_during_inference_delay,,0.009461568506505454,0.007938017398064818,0.0008916975841401029,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_046__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_046/h_05/l_004,libero_spatial,0,46,async_unguarded,5,4,,0,10,14,84.6201470012602,58.37987799895927,83.21072100079618,4,4,10,True,accepted_unguarded,,0.0004712317761619365,0.002773569058078586,0.000282857172313071,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_046__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_046/h_05/l_004,libero_spatial,0,46,async_unguarded,5,4,,1,19,23,82.7286189996812,58.215492997987894,81.61003999703098,4,4,10,True,accepted_unguarded,position_mismatch,0.03548427876939414,0.017589881355752107,0.00013427093729955625,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_046__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_046/h_05/l_004,libero_spatial,0,46,async_unguarded,5,4,,2,28,32,81.82968300025095,58.06566599858343,80.90382600130397,4,4,10,True,accepted_unguarded,position_mismatch,0.05145666629307992,0.017938633281415664,9.532041694659821e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_046__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_046/h_05/l_004,libero_spatial,0,46,async_unguarded,5,4,,3,37,41,81.39335500163725,57.997279000119306,80.50732399715343,4,4,10,True,accepted_unguarded,position_mismatch,0.054227762886891864,0.017628359731560253,5.956309435246887e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_046__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_046/h_05/l_004,libero_spatial,0,46,async_unguarded,5,4,,4,46,50,81.40001299761934,58.040397001605015,80.46218800154747,4,4,10,True,accepted_unguarded,position_mismatch,0.045151510459519026,0.02592515642127877,4.079817697748983e-05,,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_046__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_046/h_05/l_004,libero_spatial,0,46,async_unguarded,5,4,,5,55,59,81.64759500141372,58.03334200027166,80.73977500316687,4,4,10,True,accepted_unguarded,position_mismatch,0.05047756636896122,0.00817317603964731,3.0809056329274276e-05,,,
